#     Step;    Sim. Time;   Iter;    t_Ener;    t_Grad;       Temp;       E_Kin;           E_Pot;           E_Tot;        Cons.Qty;   E.Drift
      1315;        263.0;      4;      3.50;      0.86;      64.45;    0.000612;       -1.163641;       -1.163028;       -1.163028;      3.26
      1316;        263.2;      4;      3.42;      0.77;     142.41;    0.001353;       -1.164384;       -1.163031;       -1.163031;      3.13
      1317;        263.4;      5;      4.40;      0.76;     246.00;    0.002337;       -1.165371;       -1.163034;       -1.163034;      2.96
      1318;        263.6;      6;      4.33;      0.76;     369.83;    0.003514;       -1.166551;       -1.163038;       -1.163038;      2.77
      1319;        263.8;      6;      4.18;      0.76;     507.57;    0.004822;       -1.167865;       -1.163042;       -1.163042;      2.53
      1320;        264.0;      6;      5.57;      0.76;     651.38;    0.006188;       -1.169237;       -1.163049;       -1.163049;      2.18
      1321;        264.2;      6;      6.88;      0.75;     790.96;    0.007514;       -1.170572;       -1.163057;       -1.163057;      1.75
      1322;        264.4;      6;      4.93;      0.76;     913.80;    0.008681;       -1.171748;       -1.163066;       -1.163066;      1.27
      1323;        264.6;      7;      7.01;      0.75;    1006.29;    0.009560;       -1.172636;       -1.163075;       -1.163075;      0.79
      1324;        264.8;      7;      7.50;      0.77;    1055.11;    0.010024;       -1.173108;       -1.163084;       -1.163084;      0.35
      1325;        265.0;      7;      4.94;      0.77;    1048.96;    0.009966;       -1.173055;       -1.163090;       -1.163090;      0.05
      1326;        265.2;      7;      5.40;      0.83;     981.06;    0.009321;       -1.172412;       -1.163091;       -1.163091;     -0.04
      1327;        265.4;      7;      5.05;      0.76;     852.06;    0.008095;       -1.171181;       -1.163087;       -1.163087;      0.21
      1328;        265.6;      7;      6.52;      0.77;     672.76;    0.006392;       -1.169466;       -1.163075;       -1.163075;      0.83
      1329;        265.8;      7;      5.33;      0.77;     465.44;    0.004422;       -1.167478;       -1.163056;       -1.163056;      1.81
      1330;        266.0;      6;      5.80;      0.76;     262.26;    0.002492;       -1.165526;       -1.163034;       -1.163034;      2.96
      1331;        266.2;      6;      4.04;      0.77;      99.85;    0.000949;       -1.163963;       -1.163014;       -1.163014;      4.00
      1332;        266.4;      4;      3.40;      0.76;      10.60;    0.000101;       -1.163103;       -1.163003;       -1.163003;      4.62
      1333;        266.6;      3;      3.03;      0.77;      13.39;    0.000127;       -1.163130;       -1.163003;       -1.163003;      4.60
      1334;        266.8;      4;      4.00;      0.79;     107.62;    0.001022;       -1.164038;       -1.163015;       -1.163015;      3.95
      1335;        267.0;      6;      4.31;      0.78;     273.40;    0.002597;       -1.165633;       -1.163036;       -1.163036;      2.89
      1336;        267.2;      6;      4.15;      0.78;     477.83;    0.004540;       -1.167597;       -1.163057;       -1.163057;      1.74
      1337;        267.4;      7;      4.77;      0.77;     684.32;    0.006501;       -1.169577;       -1.163076;       -1.163076;      0.79
      1338;        267.6;      7;      4.70;      0.77;     861.17;    0.008181;       -1.171268;       -1.163087;       -1.163087;      0.18
      1339;        267.8;      7;      6.51;      0.79;     986.78;    0.009375;       -1.172466;       -1.163091;       -1.163091;     -0.04
      1340;        268.0;      7;      4.63;      0.77;    1050.99;    0.009985;       -1.173074;       -1.163089;       -1.163089;      0.06
      1341;        268.2;      7;      4.67;      0.80;    1053.67;    0.010010;       -1.173094;       -1.163083;       -1.163083;      0.38
      1342;        268.4;      7;      4.86;      0.77;    1001.95;    0.009519;       -1.172594;       -1.163075;       -1.163075;      0.82
      1343;        268.6;      7;      4.94;      0.78;     907.30;    0.008620;       -1.171686;       -1.163066;       -1.163066;      1.30
      1344;        268.8;      6;      4.14;      0.76;     783.11;    0.007440;       -1.170497;       -1.163057;       -1.163057;      1.77
      1345;        269.0;      6;      4.19;      0.79;     642.95;    0.006108;       -1.169157;       -1.163049;       -1.163049;      2.20
      1346;        269.2;      6;      4.21;      0.76;     499.24;    0.004743;       -1.167785;       -1.163042;       -1.163042;      2.54
      1347;        269.4;      6;      4.30;      0.75;     362.12;    0.003440;       -1.166478;       -1.163038;       -1.163038;      2.78
      1348;        269.6;      5;      4.14;      0.76;     239.31;    0.002274;       -1.165307;       -1.163034;       -1.163034;      2.97
      1349;        269.8;      5;      4.00;      0.80;     137.09;    0.001302;       -1.164333;       -1.163031;       -1.163031;      3.14
      1350;        270.0;      4;      3.81;      0.77;      60.77;    0.000577;       -1.163606;       -1.163028;       -1.163028;      3.27
      1351;        270.2;      4;      3.91;      0.77;      14.32;    0.000136;       -1.163163;       -1.163027;       -1.163027;      3.34
      1352;        270.4;      4;      3.75;      0.75;       0.07;    0.000001;       -1.163027;       -1.163027;       -1.163027;      3.36
      1353;        270.6;      4;      3.38;      0.77;      18.74;    0.000178;       -1.163205;       -1.163027;       -1.163027;      3.34
      1354;        270.8;      4;      3.33;      0.77;      69.38;    0.000659;       -1.163688;       -1.163029;       -1.163029;      3.25
      1355;        271.0;      4;      3.30;      0.76;     149.46;    0.001420;       -1.164451;       -1.163031;       -1.163031;      3.12
      1356;        271.2;      5;      3.70;      0.77;     254.78;    0.002421;       -1.165455;       -1.163034;       -1.163034;      2.95
      1357;        271.4;      6;      4.57;      0.77;     379.92;    0.003609;       -1.166648;       -1.163038;       -1.163038;      2.75
      1358;        271.6;      6;      4.38;      0.77;     518.42;    0.004925;       -1.167968;       -1.163043;       -1.163043;      2.51
      1359;        271.8;      6;      4.10;      0.76;     662.30;    0.006292;       -1.169342;       -1.163050;       -1.163050;      2.15
      1360;        272.0;      6;      4.50;      0.77;     801.07;    0.007610;       -1.170668;       -1.163058;       -1.163058;      1.71
      1361;        272.2;      6;      4.19;      0.82;     922.08;    0.008760;       -1.171827;       -1.163067;       -1.163067;      1.23
      1362;        272.4;      7;      4.57;      0.78;    1011.70;    0.009612;       -1.172688;       -1.163076;       -1.163076;      0.75
      1363;        272.6;      7;      4.49;      0.76;    1056.69;    0.010039;       -1.173123;       -1.163084;       -1.163084;      0.32
      1364;        272.8;      7;      4.61;      0.76;    1046.01;    0.009938;       -1.173027;       -1.163090;       -1.163090;      0.03
      1365;        273.0;      7;      4.51;      0.78;     973.32;    0.009247;       -1.172338;       -1.163091;       -1.163091;     -0.03
      1366;        273.2;      7;      4.63;      0.77;     839.97;    0.007980;       -1.171066;       -1.163086;       -1.163086;      0.24
      1367;        273.4;      7;      4.63;      0.78;     657.61;    0.006248;       -1.169321;       -1.163073;       -1.163073;      0.90
      1368;        273.6;      7;      5.01;      0.76;     449.37;    0.004269;       -1.167324;       -1.163055;       -1.163055;      1.89
      1369;        273.8;      6;      4.59;      0.79;     248.00;    0.002356;       -1.165389;       -1.163033;       -1.163033;      3.05
      1370;        274.0;      6;      4.52;      0.76;      90.14;    0.000856;       -1.163870;       -1.163013;       -1.163013;      4.07
      1371;        274.2;      4;      3.43;      0.77;       7.46;    0.000071;       -1.163073;       -1.163002;       -1.163002;      4.64
      1372;        274.4;      3;      4.04;      0.76;      17.49;    0.000166;       -1.163170;       -1.163004;       -1.163004;      4.57
      1373;        274.6;      4;      3.72;      0.77;     118.08;    0.001122;       -1.164139;       -1.163017;       -1.163017;      3.88
      1374;        274.8;      6;      4.11;      0.78;     288.07;    0.002737;       -1.165774;       -1.163037;       -1.163037;      2.80
      1375;        275.0;      6;      4.13;      0.77;     493.92;    0.004692;       -1.167751;       -1.163059;       -1.163059;      1.66
      1376;        275.2;      7;      4.68;      0.78;     699.16;    0.006642;       -1.169719;       -1.163077;       -1.163077;      0.73
      1377;        275.4;      7;      5.16;      0.78;     872.73;    0.008291;       -1.171379;       -1.163088;       -1.163088;      0.15
      1378;        275.6;      7;      4.88;      0.78;     993.88;    0.009442;       -1.172534;       -1.163091;       -1.163091;     -0.04
      1379;        275.8;      7;      4.85;      0.77;    1053.30;    0.010007;       -1.173096;       -1.163089;       -1.163089;      0.08
      1380;        276.0;      7;      5.05;      0.77;    1051.52;    0.009990;       -1.173073;       -1.163083;       -1.163083;      0.41
      1381;        276.2;      7;      5.17;      0.76;     996.09;    0.009463;       -1.172538;       -1.163074;       -1.163074;      0.85
      1382;        276.4;      7;      4.95;      0.79;     898.71;    0.008538;       -1.171603;       -1.163065;       -1.163065;      1.33
      1383;        276.6;      6;      4.27;      0.76;     772.83;    0.007342;       -1.170398;       -1.163056;       -1.163056;      1.81
      1384;        276.8;      6;      4.20;      0.77;     631.99;    0.006004;       -1.169052;       -1.163048;       -1.163048;      2.23
      1385;        277.0;      6;      4.16;      0.96;     488.46;    0.004641;       -1.167682;       -1.163042;       -1.163042;      2.57
      1386;        277.2;      6;      4.09;      0.77;     352.18;    0.003346;       -1.166383;       -1.163037;       -1.163037;      2.80
      1387;        277.4;      5;      3.86;      0.77;     230.73;    0.002192;       -1.165226;       -1.163034;       -1.163034;      2.99
      1388;        277.6;      5;      3.76;      0.76;     130.31;    0.001238;       -1.164269;       -1.163031;       -1.163031;      3.15
      1389;        277.8;      4;      3.39;      0.77;      56.15;    0.000533;       -1.163562;       -1.163028;       -1.163028;      3.28
      1390;        278.0;      4;      3.36;      0.79;      12.08;    0.000115;       -1.163142;       -1.163027;       -1.163027;      3.34
      1391;        278.2;      3;      3.13;      0.80;       0.34;    0.000003;       -1.163030;       -1.163027;       -1.163027;      3.36
      1392;        278.4;      4;      3.48;      0.77;      21.49;    0.000204;       -1.163231;       -1.163027;       -1.163027;      3.33
      1393;        278.6;      4;      3.44;      0.79;      74.49;    0.000708;       -1.163736;       -1.163029;       -1.163029;      3.25
      1394;        278.8;      4;      3.80;      0.77;     156.65;    0.001488;       -1.164520;       -1.163031;       -1.163031;      3.11
      1395;        279.0;      5;      3.85;      0.77;     263.69;    0.002505;       -1.165540;       -1.163035;       -1.163035;      2.93
      1396;        279.2;      6;      4.49;      0.77;     390.08;    0.003706;       -1.166744;       -1.163038;       -1.163038;      2.74
