#     Step;    Sim. Time;   Iter;    t_Ener;    t_Grad;       Temp;       E_Kin;           E_Pot;           E_Tot;        Cons.Qty;   E.Drift
      1080;        216.0;      3;      3.22;      0.78;       4.72;    0.000045;       -1.163071;       -1.163027;       -1.163027;      3.36
      1081;        216.2;      4;      3.59;      0.78;      38.53;    0.000366;       -1.163394;       -1.163028;       -1.163028;      3.31
      1082;        216.4;      4;      4.14;      0.77;     103.35;    0.000982;       -1.164011;       -1.163030;       -1.163030;      3.20
      1083;        216.6;      5;      4.32;      0.79;     195.83;    0.001860;       -1.164893;       -1.163033;       -1.163033;      3.05
      1084;        216.8;      5;      4.95;      0.78;     311.15;    0.002956;       -1.165992;       -1.163036;       -1.163036;      2.86
      1085;        217.0;      6;      6.05;      0.79;     443.40;    0.004212;       -1.167252;       -1.163040;       -1.163040;      2.65
      1086;        217.2;      6;      5.65;      0.78;     585.55;    0.005563;       -1.168609;       -1.163046;       -1.163046;      2.36
      1087;        217.4;      6;      7.44;      0.77;     728.50;    0.006921;       -1.169974;       -1.163053;       -1.163053;      1.96
      1088;        217.6;      6;      6.52;      0.79;     860.64;    0.008176;       -1.171238;       -1.163062;       -1.163062;      1.49
      1089;        217.8;      7;      5.18;      0.78;     968.69;    0.009203;       -1.172274;       -1.163071;       -1.163071;      1.01
      1090;        218.0;      7;      4.81;      0.77;    1039.03;    0.009871;       -1.172951;       -1.163080;       -1.163080;      0.55
      1091;        218.2;      7;      7.17;      0.79;    1059.17;    0.010063;       -1.173150;       -1.163087;       -1.163087;      0.17
      1092;        218.4;      7;      5.52;      0.82;    1019.91;    0.009690;       -1.172781;       -1.163091;       -1.163091;     -0.03
      1093;        218.6;      7;      6.97;      0.77;     918.14;    0.008723;       -1.171812;       -1.163089;       -1.163089;      0.05
      1094;        218.8;      7;      6.45;      0.79;     759.74;    0.007218;       -1.170299;       -1.163081;       -1.163081;      0.50
      1095;        219.0;      7;      4.91;      1.71;     561.74;    0.005337;       -1.168402;       -1.163065;       -1.163065;      1.33
      1096;        219.2;      6;      5.80;      0.77;     352.22;    0.003346;       -1.166390;       -1.163044;       -1.163044;      2.43
      1097;        219.4;      6;      5.08;      0.76;     166.69;    0.001584;       -1.164606;       -1.163023;       -1.163023;      3.56
      1098;        219.6;      4;      3.68;      0.76;      40.67;    0.000386;       -1.163393;       -1.163007;       -1.163007;      4.41
      1099;        219.8;      4;      3.92;      0.76;       0.25;    0.000002;       -1.163004;       -1.163001;       -1.163001;      4.70
      1100;        220.0;      4;      3.92;      0.77;      54.11;    0.000514;       -1.163522;       -1.163008;       -1.163008;      4.32
      1101;        220.2;      6;      6.43;      0.78;     190.71;    0.001812;       -1.164838;       -1.163026;       -1.163026;      3.41
      1102;        220.4;      6;      4.32;      0.81;     382.03;    0.003629;       -1.166677;       -1.163047;       -1.163047;      2.26
      1103;        220.6;      6;      4.70;      0.77;     591.98;    0.005624;       -1.168692;       -1.163068;       -1.163068;      1.19
      1104;        220.8;      7;      6.72;      0.77;     785.73;    0.007465;       -1.170547;       -1.163083;       -1.163083;      0.41
      1105;        221.0;      7;      5.99;      0.77;     936.69;    0.008899;       -1.171989;       -1.163090;       -1.163090;      0.02
      1106;        221.2;      7;     10.01;      0.76;    1029.50;    0.009781;       -1.172871;       -1.163091;       -1.163091;     -0.02
      1107;        221.4;      7;      5.89;      1.91;    1059.76;    0.010068;       -1.173155;       -1.163086;       -1.163086;      0.22
      1108;        221.6;      7;      7.32;      0.77;    1031.66;    0.009801;       -1.172880;       -1.163079;       -1.163079;      0.61
      1109;        221.8;      7;      7.85;      0.77;     955.03;    0.009073;       -1.172143;       -1.163070;       -1.163070;      1.08
      1110;        222.0;      7;      6.11;      0.75;     842.62;    0.008005;       -1.171066;       -1.163061;       -1.163061;      1.56
      1111;        222.2;      6;      5.82;      0.77;     708.11;    0.006727;       -1.169779;       -1.163052;       -1.163052;      2.02
      1112;        222.4;      6;      7.21;      0.79;     564.61;    0.005364;       -1.168409;       -1.163045;       -1.163045;      2.41
      1113;        222.6;      6;      5.38;      0.75;     423.40;    0.004022;       -1.167062;       -1.163039;       -1.163039;      2.69
      1114;        222.8;      6;      6.83;      0.76;     293.20;    0.002786;       -1.165821;       -1.163036;       -1.163036;      2.89
      1115;        223.0;      5;      5.09;      0.76;     180.85;    0.001718;       -1.164750;       -1.163032;       -1.163032;      3.07
      1116;        223.2;      5;      5.62;      0.79;      92.12;    0.000875;       -1.163904;       -1.163029;       -1.163029;      3.22
      1117;        223.4;      4;      4.21;      0.76;      31.64;    0.000301;       -1.163328;       -1.163027;       -1.163027;      3.32
      1118;        223.6;      4;      3.90;      0.77;       2.50;    0.000024;       -1.163050;       -1.163027;       -1.163027;      3.36
      1119;        223.8;      3;      5.18;      0.76;       6.15;    0.000058;       -1.163085;       -1.163027;       -1.163027;      3.36
      1120;        224.0;      4;      3.62;      0.76;      42.41;    0.000403;       -1.163431;       -1.163028;       -1.163028;      3.30
      1121;        224.2;      4;      4.95;      0.76;     109.47;    0.001040;       -1.164070;       -1.163030;       -1.163030;      3.19
      1122;        224.4;      5;      4.20;      0.77;     203.87;    0.001937;       -1.164970;       -1.163033;       -1.163033;      3.04
      1123;        224.6;      5;      4.38;      0.77;     320.70;    0.003047;       -1.166083;       -1.163036;       -1.163036;      2.85
      1124;        224.8;      6;      5.32;      0.76;     453.97;    0.004313;       -1.167353;       -1.163040;       -1.163040;      2.63
      1125;        225.0;      6;      4.27;      0.77;     596.53;    0.005667;       -1.168713;       -1.163046;       -1.163046;      2.33
      1126;        225.2;      6;      4.35;      0.80;     739.09;    0.007022;       -1.170076;       -1.163054;       -1.163054;      1.92
      1127;        225.4;      6;      4.39;      0.77;     869.88;    0.008264;       -1.171327;       -1.163063;       -1.163063;      1.46
      1128;        225.6;      7;      4.85;      0.81;     975.54;    0.009268;       -1.172340;       -1.163072;       -1.163072;      0.97
      1129;        225.8;      7;      6.02;      0.77;    1042.47;    0.009904;       -1.172985;       -1.163081;       -1.163081;      0.51
      1130;        226.0;      7;      5.71;      0.79;    1058.35;    0.010055;       -1.173142;       -1.163088;       -1.163088;      0.15
      1131;        226.2;      7;      4.96;      0.76;    1014.35;    0.009637;       -1.172728;       -1.163091;       -1.163091;     -0.03
      1132;        226.4;      7;      4.71;      0.75;     907.93;    0.008626;       -1.171715;       -1.163089;       -1.163089;      0.07
      1133;        226.6;      7;      6.32;      0.78;     745.77;    0.007085;       -1.170165;       -1.163080;       -1.163080;      0.55
      1134;        226.8;      7;      8.67;      0.78;     545.78;    0.005185;       -1.168249;       -1.163064;       -1.163064;      1.41
      1135;        227.0;      6;      5.82;      0.77;     336.78;    0.003200;       -1.166242;       -1.163043;       -1.163043;      2.52
      1136;        227.2;      6;      5.89;      0.85;     154.59;    0.001469;       -1.164490;       -1.163021;       -1.163021;      3.64
      1137;        227.4;      4;      4.71;      0.77;      34.36;    0.000326;       -1.163332;       -1.163006;       -1.163006;      4.45
      1138;        227.6;      4;      3.54;      0.80;       1.06;    0.000010;       -1.163011;       -1.163001;       -1.163001;      4.69
      1139;        227.8;      4;      3.57;      0.78;      61.87;    0.000588;       -1.163597;       -1.163009;       -1.163009;      4.26
      1140;        228.0;      6;      4.47;      0.78;     203.78;    0.001936;       -1.164963;       -1.163027;       -1.163027;      3.33
      1141;        228.2;      6;      4.31;      0.81;     397.83;    0.003780;       -1.166829;       -1.163049;       -1.163049;      2.17
      1142;        228.4;      7;      4.73;      0.79;     607.69;    0.005773;       -1.168843;       -1.163069;       -1.163069;      1.12
      1143;        228.6;      7;      4.78;      0.78;     798.99;    0.007591;       -1.170674;       -1.163083;       -1.163083;      0.37
      1144;        228.8;      7;      6.76;      0.77;     945.91;    0.008987;       -1.172077;       -1.163090;       -1.163090;      0.01
      1145;        229.0;      7;      5.75;      0.78;    1033.99;    0.009823;       -1.172914;       -1.163091;       -1.163091;     -0.01
      1146;        229.2;      7;      4.87;      0.76;    1059.58;    0.010066;       -1.173152;       -1.163086;       -1.163086;      0.24
      1147;        229.4;      7;      4.70;      0.77;    1027.39;    0.009761;       -1.172839;       -1.163078;       -1.163078;      0.64
      1148;        229.6;      7;      6.99;      0.76;     947.56;    0.009002;       -1.172071;       -1.163069;       -1.163069;      1.12
      1149;        229.8;      7;      5.62;      0.76;     832.99;    0.007914;       -1.170974;       -1.163060;       -1.163060;      1.60
      1150;        230.0;      6;      6.03;      0.78;     697.35;    0.006625;       -1.169677;       -1.163051;       -1.163051;      2.05
      1151;        230.2;      6;      4.57;      0.76;     553.66;    0.005260;       -1.168304;       -1.163044;       -1.163044;      2.43
      1152;        230.4;      6;      4.91;      0.77;     413.00;    0.003924;       -1.166963;       -1.163039;       -1.163039;      2.70
      1153;        230.6;      6;      5.02;      0.77;     283.95;    0.002698;       -1.165733;       -1.163035;       -1.163035;      2.91
      1154;        230.8;      5;      4.24;      0.77;     173.20;    0.001646;       -1.164677;       -1.163032;       -1.163032;      3.09
      1155;        231.0;      5;      3.97;      0.79;      86.48;    0.000822;       -1.163851;       -1.163029;       -1.163029;      3.23
      1156;        231.2;      4;      4.48;      0.79;      28.29;    0.000269;       -1.163296;       -1.163027;       -1.163027;      3.32
      1157;        231.4;      4;      4.58;      0.77;       1.62;    0.000015;       -1.163042;       -1.163027;       -1.163027;      3.37
      1158;        231.6;      3;      3.34;      0.79;       7.78;    0.000074;       -1.163101;       -1.163027;       -1.163027;      3.36
      1159;        231.8;      4;      4.17;      0.78;      46.46;    0.000441;       -1.163469;       -1.163028;       -1.163028;      3.30
      1160;        232.0;      4;      4.29;      0.78;     115.74;    0.001100;       -1.164130;       -1.163030;       -1.163030;      3.18
      1161;        232.2;      5;      4.94;      0.79;     212.04;    0.002015;       -1.165048;       -1.163033;       -1.163033;      3.02
      1162;        232.4;      5;      4.17;      0.77;     330.34;    0.003138;       -1.166175;       -1.163037;       -1.163037;      2.83
      1163;        232.6;      6;      4.75;      0.88;     464.59;    0.004414;       -1.167455;       -1.163041;       -1.163041;      2.61
      1164;        232.8;      6;      4.39;      1.10;     607.52;    0.005772;       -1.168818;       -1.163047;       -1.163047;      2.30
      1165;        233.0;      6;      4.39;      0.77;     749.62;    0.007122;       -1.170176;       -1.163055;       -1.163055;      1.89
      1166;        233.2;      6;      4.20;      0.77;     878.98;    0.008351;       -1.171414;       -1.163063;       -1.163063;      1.42
      1167;        233.4;      7;      6.62;      0.78;     982.17;    0.009331;       -1.172404;       -1.163073;       -1.163073;      0.94
      1168;        233.6;      7;      8.92;      0.78;    1045.61;    0.009934;       -1.173015;       -1.163081;       -1.163081;      0.48
      1169;        233.8;      7;      6.43;      0.78;    1057.18;    0.010044;       -1.173132;       -1.163088;       -1.163088;      0.12
      1170;        234.0;      7;      4.87;      0.77;    1008.42;    0.009580;       -1.172672;       -1.163091;       -1.163091;     -0.04
      1171;        234.2;      7;      7.99;      0.78;     897.39;    0.008526;       -1.171614;       -1.163089;       -1.163089;      0.10
      1172;        234.4;      7;      6.34;      0.77;     731.58;    0.006950;       -1.170029;       -1.163079;       -1.163079;      0.60
      1173;        234.6;      7;      6.69;      0.77;     529.76;    0.005033;       -1.168095;       -1.163062;       -1.163062;      1.48
      1174;        234.8;      6;      6.32;      0.77;     321.50;    0.003054;       -1.166095;       -1.163041;       -1.163041;      2.61
      1175;        235.0;      6;      4.39;      0.78;     142.86;    0.001357;       -1.164377;       -1.163020;       -1.163020;      3.72
      1176;        235.2;      4;      3.47;      0.78;      28.55;    0.000271;       -1.163276;       -1.163005;       -1.163005;      4.49
      1177;        235.4;      4;      3.46;      0.76;       2.43;    0.000023;       -1.163025;       -1.163002;       -1.163002;      4.68
      1178;        235.6;      4;      4.27;      0.78;      70.11;    0.000666;       -1.163677;       -1.163011;       -1.163011;      4.21
      1179;        235.8;      6;      4.38;      0.78;     217.16;    0.002063;       -1.165092;       -1.163029;       -1.163029;      3.24
      1180;        236.0;      6;      4.41;      0.80;     413.71;    0.003930;       -1.166981;       -1.163051;       -1.163051;      2.09
      1181;        236.2;      7;      4.66;      0.77;     623.29;    0.005922;       -1.168992;       -1.163071;       -1.163071;      1.05
      1182;        236.4;      7;      4.78;      0.79;     811.98;    0.007714;       -1.170798;       -1.163084;       -1.163084;      0.33
      1183;        236.6;      7;      4.68;      0.78;     954.79;    0.009071;       -1.172162;       -1.163091;       -1.163091;     -0.01
      1184;        236.8;      7;      6.64;      0.77;    1038.12;    0.009863;       -1.172953;       -1.163090;       -1.163090;      0.00
      1185;        237.0;      7;      9.70;      0.78;    1059.06;    0.010061;       -1.173147;       -1.163085;       -1.163085;      0.27
      1186;        237.2;      7;      4.70;      0.76;    1022.83;    0.009717;       -1.172795;       -1.163078;       -1.163078;      0.68
      1187;        237.4;      7;      4.74;      0.78;     939.89;    0.008929;       -1.171998;       -1.163069;       -1.163069;      1.15
      1188;        237.6;      6;      4.70;      1.38;     823.23;    0.007821;       -1.170880;       -1.163059;       -1.163059;      1.63
      1189;        237.8;      6;      4.60;      0.80;     686.54;    0.006522;       -1.169573;       -1.163051;       -1.163051;      2.08
      1190;        238.0;      6;      5.83;      0.76;     542.72;    0.005156;       -1.168200;       -1.163044;       -1.163044;      2.46
      1191;        238.2;      6;      5.15;      0.79;     402.68;    0.003826;       -1.166864;       -1.163039;       -1.163039;      2.72
      1192;        238.4;      6;      4.97;      0.77;     274.79;    0.002611;       -1.165646;       -1.163035;       -1.163035;      2.92
      1193;        238.6;      5;      3.84;      0.78;     165.69;    0.001574;       -1.164606;       -1.163032;       -1.163032;      3.10
      1194;        238.8;      5;      3.88;      0.77;      81.00;    0.000770;       -1.163798;       -1.163029;       -1.163029;      3.24
      1195;        239.0;      4;      3.61;      0.76;      25.13;    0.000239;       -1.163266;       -1.163027;       -1.163027;      3.33
      1196;        239.2;      4;      3.96;      0.77;       0.93;    0.000009;       -1.163035;       -1.163027;       -1.163027;      3.37
      1197;        239.4;      3;      4.24;      0.76;       9.59;    0.000091;       -1.163118;       -1.163027;       -1.163027;      3.35
      1198;        239.6;      4;      4.90;      0.77;      50.70;    0.000482;       -1.163510;       -1.163028;       -1.163028;      3.29
      1199;        239.8;      4;      4.19;      0.77;     122.18;    0.001161;       -1.164191;       -1.163030;       -1.163030;      3.17
      1200;        240.0;      5;      3.94;      0.78;     220.35;    0.002093;       -1.165127;       -1.163033;       -1.163033;      3.01
      1201;        240.2;      5;      4.54;      0.79;     340.08;    0.003231;       -1.166268;       -1.163037;       -1.163037;      2.82
      1202;        240.4;      6;      5.09;      0.76;     475.27;    0.004515;       -1.167556;       -1.163041;       -1.163041;      2.59
      1203;        240.6;      6;      5.00;      0.79;     618.50;    0.005876;       -1.168923;       -1.163047;       -1.163047;      2.27
      1204;        240.8;      6;      5.13;      0.78;     760.08;    0.007221;       -1.170276;       -1.163055;       -1.163055;      1.85
      1205;        241.0;      6;      5.78;      0.76;     887.92;    0.008436;       -1.171500;       -1.163064;       -1.163064;      1.38
      1206;        241.2;      7;      5.96;      0.77;     988.56;    0.009392;       -1.172465;       -1.163073;       -1.163073;      0.90
      1207;        241.4;      7;      4.64;      0.75;    1048.45;    0.009961;       -1.173043;       -1.163082;       -1.163082;      0.45
      1208;        241.6;      7;      5.59;      0.77;    1055.66;    0.010029;       -1.173118;       -1.163089;       -1.163089;      0.10
      1209;        241.8;      7;      6.35;      0.77;    1002.13;    0.009521;       -1.172612;       -1.163091;       -1.163091;     -0.04
      1210;        242.0;      7;      5.76;      0.79;     886.53;    0.008422;       -1.171511;       -1.163088;       -1.163088;      0.12
      1211;        242.2;      7;      7.15;      0.78;     717.17;    0.006813;       -1.169891;       -1.163078;       -1.163078;      0.66
      1212;        242.4;      7;      4.99;      0.77;     513.71;    0.004880;       -1.167941;       -1.163061;       -1.163061;      1.56
      1213;        242.6;      6;      4.74;      0.78;     306.39;    0.002911;       -1.165950;       -1.163039;       -1.163039;      2.70
      1214;        242.8;      6;      5.78;      0.80;     131.51;    0.001249;       -1.164268;       -1.163018;       -1.163018;      3.79
      1215;        243.0;      4;      3.46;      0.77;      23.27;    0.000221;       -1.163225;       -1.163004;       -1.163004;      4.53
      1216;        243.2;      3;      3.15;      0.76;       4.34;    0.000041;       -1.163043;       -1.163002;       -1.163002;      4.66
      1217;        243.4;      4;      4.58;      0.76;      78.81;    0.000749;       -1.163760;       -1.163012;       -1.163012;      4.15
      1218;        243.6;      6;      4.34;      0.77;     230.82;    0.002193;       -1.165223;       -1.163031;       -1.163031;      3.15
      1219;        243.8;      6;      4.34;      0.76;     429.67;    0.004082;       -1.167135;       -1.163052;       -1.163052;      2.00
      1220;        244.0;      7;      4.67;      0.88;     638.77;    0.006069;       -1.169140;       -1.163072;       -1.163072;      0.98
      1221;        244.2;      7;      4.79;      0.76;     824.71;    0.007835;       -1.170920;       -1.163085;       -1.163085;      0.29
      1222;        244.4;      7;      4.89;      0.76;     963.32;    0.009152;       -1.172243;       -1.163091;       -1.163091;     -0.02
      1223;        244.6;      7;      5.48;      0.77;    1041.88;    0.009898;       -1.172989;       -1.163090;       -1.163090;      0.02
      1224;        244.8;      7;      6.80;      0.78;    1058.20;    0.010053;       -1.173138;       -1.163085;       -1.163085;      0.29
      1225;        245.0;      7;      6.62;      0.79;    1018.01;    0.009671;       -1.172748;       -1.163077;       -1.163077;      0.71
      1226;        245.2;      7;      7.48;      0.76;     932.02;    0.008855;       -1.171922;       -1.163068;       -1.163068;      1.19
      1227;        245.4;      6;      6.30;      0.78;     813.36;    0.007727;       -1.170786;       -1.163059;       -1.163059;      1.67
      1228;        245.6;      6;      6.81;      0.78;     675.69;    0.006419;       -1.169470;       -1.163050;       -1.163050;      2.11
      1229;        245.8;      6;      7.27;      0.78;     531.81;    0.005052;       -1.168096;       -1.163043;       -1.163043;      2.48
      1230;        246.0;      6;      4.41;      0.91;     392.43;    0.003728;       -1.166767;       -1.163038;       -1.163038;      2.74
      1231;        246.2;      6;      4.84;      0.76;     265.75;    0.002525;       -1.165559;       -1.163035;       -1.163035;      2.93
      1232;        246.4;      5;      4.13;      0.77;     158.32;    0.001504;       -1.164536;       -1.163031;       -1.163031;      3.11
      1233;        246.6;      5;      4.24;      0.77;      75.69;    0.000719;       -1.163748;       -1.163029;       -1.163029;      3.25
      1234;        246.8;      4;      4.27;      0.77;      22.15;    0.000210;       -1.163238;       -1.163027;       -1.163027;      3.33
      1235;        247.0;      4;      3.48;      0.77;       0.43;    0.000004;       -1.163031;       -1.163027;       -1.163027;      3.37
      1236;        247.2;      3;      3.94;      0.79;      11.60;    0.000110;       -1.163137;       -1.163027;       -1.163027;      3.35
      1237;        247.4;      4;      4.23;      0.77;      55.11;    0.000524;       -1.163552;       -1.163028;       -1.163028;      3.28
      1238;        247.6;      4;      3.58;      0.77;     128.77;    0.001223;       -1.164254;       -1.163030;       -1.163030;      3.16
      1239;        247.8;      5;      4.46;      0.77;     228.77;    0.002173;       -1.165207;       -1.163034;       -1.163034;      2.99
      1240;        248.0;      5;      4.16;      0.76;     349.91;    0.003324;       -1.166362;       -1.163037;       -1.163037;      2.80
      1241;        248.2;      6;      4.76;      0.78;     485.99;    0.004617;       -1.167659;       -1.163042;       -1.163042;      2.57
      1242;        248.4;      6;      5.46;      0.78;     629.47;    0.005980;       -1.169028;       -1.163048;       -1.163048;      2.24
      1243;        248.6;      6;      4.85;      0.76;     770.46;    0.007320;       -1.170376;       -1.163056;       -1.163056;      1.82
      1244;        248.8;      6;      4.32;      0.77;     896.71;    0.008519;       -1.171584;       -1.163065;       -1.163065;      1.34
      1245;        249.0;      7;      4.80;      0.75;     994.71;    0.009450;       -1.172524;       -1.163074;       -1.163074;      0.86
      1246;        249.2;      7;      5.70;      0.77;    1050.98;    0.009985;       -1.173067;       -1.163083;       -1.163083;      0.42
      1247;        249.4;      7;      4.82;      0.78;    1053.79;    0.010011;       -1.173100;       -1.163089;       -1.163089;      0.08
      1248;        249.6;      7;      4.76;      0.82;     995.47;    0.009457;       -1.172549;       -1.163091;       -1.163091;     -0.04
      1249;        249.8;      7;      4.80;      0.76;     875.35;    0.008316;       -1.171404;       -1.163088;       -1.163088;      0.15
      1250;        250.0;      7;      6.00;      0.79;     702.55;    0.006675;       -1.169751;       -1.163077;       -1.163077;      0.71
      1251;        250.2;      7;      6.84;      0.77;     497.62;    0.004728;       -1.167787;       -1.163059;       -1.163059;      1.64
      1252;        250.4;      6;      5.45;      0.76;     291.47;    0.002769;       -1.165807;       -1.163038;       -1.163038;      2.78
      1253;        250.6;      6;      6.65;      0.76;     120.55;    0.001145;       -1.164162;       -1.163017;       -1.163017;      3.86
      1254;        250.8;      4;      5.45;      0.78;      18.51;    0.000176;       -1.163180;       -1.163004;       -1.163004;      4.56
      1255;        251.0;      3;      4.07;      0.77;       6.81;    0.000065;       -1.163067;       -1.163002;       -1.163002;      4.65
      1256;        251.2;      4;      6.42;      0.78;      87.97;    0.000836;       -1.163849;       -1.163013;       -1.163013;      4.08
      1257;        251.4;      6;      6.87;      0.77;     244.76;    0.002325;       -1.165358;       -1.163032;       -1.163032;      3.07
      1258;        251.6;      6;      4.32;      0.78;     445.68;    0.004234;       -1.167288;       -1.163054;       -1.163054;      1.91
      1259;        251.8;      7;      5.71;      0.78;     654.11;    0.006214;       -1.169287;       -1.163073;       -1.163073;      0.91
      1260;        252.0;      7;      4.72;      0.82;     837.15;    0.007953;       -1.171039;       -1.163086;       -1.163086;      0.25
      1261;        252.2;      7;      6.83;      0.79;     971.50;    0.009230;       -1.172321;       -1.163091;       -1.163091;     -0.03
      1262;        252.4;      7;      6.21;      1.70;    1045.28;    0.009931;       -1.173021;       -1.163090;       -1.163090;      0.03
      1263;        252.6;      7;      8.24;      0.77;    1057.01;    0.010042;       -1.173126;       -1.163084;       -1.163084;      0.32
      1264;        252.8;      7;      4.71;      0.84;    1012.91;    0.009623;       -1.172699;       -1.163076;       -1.163076;      0.75
      1265;        253.0;      7;      4.66;      0.77;     923.96;    0.008778;       -1.171845;       -1.163067;       -1.163067;      1.23
      1266;        253.2;      6;      4.40;      0.77;     803.38;    0.007632;       -1.170691;       -1.163058;       -1.163058;      1.70
      1267;        253.4;      6;      5.76;      0.78;     664.80;    0.006316;       -1.169366;       -1.163050;       -1.163050;      2.14
      1268;        253.6;      6;      5.85;      0.77;     520.92;    0.004949;       -1.167992;       -1.163043;       -1.163043;      2.50
      1269;        253.8;      6;      4.41;      0.78;     382.25;    0.003632;       -1.166670;       -1.163038;       -1.163038;      2.75
      1270;        254.0;      5;      4.19;      0.77;     256.82;    0.002440;       -1.165474;       -1.163034;       -1.163034;      2.95
      1271;        254.2;      5;      9.72;      0.78;     151.10;    0.001435;       -1.164467;       -1.163031;       -1.163031;      3.12
      1272;        254.4;      4;      3.83;      0.78;      70.54;    0.000670;       -1.163699;       -1.163029;       -1.163029;      3.25
      1273;        254.6;      4;      3.57;      0.78;      19.35;    0.000184;       -1.163211;       -1.163027;       -1.163027;      3.34
      1274;        254.8;      4;      3.50;      0.76;       0.12;    0.000001;       -1.163028;       -1.163027;       -1.163027;      3.37
      1275;        255.0;      4;      4.58;      0.77;      13.79;    0.000131;       -1.163158;       -1.163027;       -1.163027;      3.34
      1276;        255.2;      4;      4.56;      0.79;      59.69;    0.000567;       -1.163595;       -1.163028;       -1.163028;      3.27
      1277;        255.4;      4;      3.86;      0.78;     135.52;    0.001287;       -1.164318;       -1.163031;       -1.163031;      3.15
      1278;        255.6;      5;      4.95;      0.79;     237.32;    0.002255;       -1.165289;       -1.163034;       -1.163034;      2.98
      1279;        255.8;      5;      4.05;      0.77;     359.83;    0.003419;       -1.166456;       -1.163038;       -1.163038;      2.79
      1280;        256.0;      6;      6.53;      0.77;     496.76;    0.004719;       -1.167761;       -1.163042;       -1.163042;      2.55
      1281;        256.2;      6;      5.36;      0.78;     640.43;    0.006084;       -1.169133;       -1.163048;       -1.163048;      2.21
      1282;        256.4;      6;      5.38;      0.77;     780.75;    0.007417;       -1.170474;       -1.163057;       -1.163057;      1.78
      1283;        256.6;      6;      4.34;      0.79;     905.34;    0.008601;       -1.171667;       -1.163066;       -1.163066;      1.31
      1284;        256.8;      7;      5.19;      0.78;    1000.63;    0.009506;       -1.172581;       -1.163075;       -1.163075;      0.82
      1285;        257.0;      7;      5.25;      0.78;    1053.20;    0.010006;       -1.173089;       -1.163083;       -1.163083;      0.38
      1286;        257.2;      7;      6.52;      0.79;    1051.55;    0.009990;       -1.173079;       -1.163089;       -1.163089;      0.06
      1287;        257.4;      7;      6.13;      0.78;     988.45;    0.009391;       -1.172482;       -1.163091;       -1.163091;     -0.04
      1288;        257.6;      7;      4.75;      0.77;     863.86;    0.008207;       -1.171294;       -1.163087;       -1.163087;      0.18
      1289;        257.8;      7;      4.84;      0.76;     687.75;    0.006534;       -1.169610;       -1.163076;       -1.163076;      0.77
      1290;        258.0;      7;      5.99;      0.78;     481.53;    0.004575;       -1.167632;       -1.163058;       -1.163058;      1.72
      1291;        258.2;      6;      5.74;      0.77;     276.75;    0.002629;       -1.165665;       -1.163036;       -1.163036;      2.87
      1292;        258.4;      6;      6.37;      0.78;     109.99;    0.001045;       -1.164061;       -1.163016;       -1.163016;      3.93
      1293;        258.6;      4;      5.87;      0.81;      14.29;    0.000136;       -1.163139;       -1.163003;       -1.163003;      4.59
      1294;        258.8;      3;      3.42;      0.77;       9.83;    0.000093;       -1.163096;       -1.163003;       -1.163003;      4.62
      1295;        259.0;      4;      3.49;      0.77;      97.58;    0.000927;       -1.163941;       -1.163014;       -1.163014;      4.02
      1296;        259.2;      6;      5.67;      0.77;     258.96;    0.002460;       -1.165494;       -1.163034;       -1.163034;      2.98
      1297;        259.4;      6;      4.68;      0.78;     461.74;    0.004387;       -1.167443;       -1.163056;       -1.163056;      1.83
      1298;        259.6;      7;      6.11;      0.76;     669.29;    0.006359;       -1.169433;       -1.163074;       -1.163074;      0.85
      1299;        259.8;      7;      4.67;      0.75;     849.31;    0.008069;       -1.171155;       -1.163086;       -1.163086;      0.22
      1300;        260.0;      7;      6.09;      0.76;     979.32;    0.009304;       -1.172395;       -1.163091;       -1.163091;     -0.03
      1301;        260.2;      7;      5.99;      0.80;    1048.32;    0.009959;       -1.173049;       -1.163090;       -1.163090;      0.04
      1302;        260.4;      7;      4.75;      0.76;    1055.50;    0.010028;       -1.173112;       -1.163084;       -1.163084;      0.35
      1303;        260.6;      7;      4.60;      0.77;    1007.56;    0.009572;       -1.172648;       -1.163076;       -1.163076;      0.78
      1304;        260.8;      7;      4.71;      0.88;     915.72;    0.008700;       -1.171766;       -1.163066;       -1.163066;      1.26
      1305;        261.0;      6;      5.05;      0.75;     793.29;    0.007537;       -1.170594;       -1.163057;       -1.163057;      1.74
      1306;        261.2;      6;      4.57;      0.76;     653.89;    0.006212;       -1.169261;       -1.163049;       -1.163049;      2.17
      1307;        261.4;      6;      4.42;      0.75;     510.06;    0.004846;       -1.167888;       -1.163043;       -1.163043;      2.52
      1308;        261.6;      6;      5.69;      0.76;     372.14;    0.003536;       -1.166573;       -1.163038;       -1.163038;      2.77
      1309;        261.8;      5;      3.95;      0.77;     248.01;    0.002356;       -1.165390;       -1.163034;       -1.163034;      2.96
      1310;        262.0;      5;      4.72;      0.76;     144.02;    0.001368;       -1.164399;       -1.163031;       -1.163031;      3.13
      1311;        262.2;      4;      4.38;      0.78;      65.57;    0.000623;       -1.163651;       -1.163028;       -1.163028;      3.26
      1312;        262.4;      4;      3.55;      0.76;      16.74;    0.000159;       -1.163186;       -1.163027;       -1.163027;      3.34
      1313;        262.6;      4;      3.67;      0.78;       0.00;    0.000000;       -1.163027;       -1.163027;       -1.163027;      3.36
      1314;        262.8;      4;      3.68;      0.79;      16.17;    0.000154;       -1.163181;       -1.163027;       -1.163027;      3.34
