# w J_total  J_DrudeLorentz  J_BrownianOscillator
1.612806403201600915e+03 1.284457275851331985e+02 1.255552437107795072e+02 2.890483874353679372e+00
1.614807403701850944e+03 1.283261132649699334e+02 1.254489138107047808e+02 2.877199454265159329e+00
1.616808404202101201e+03 1.282067026739908329e+02 1.253427030155621367e+02 2.863999658428695305e+00
1.618809404702351230e+03 1.280874951947640454e+02 1.252366114028448578e+02 2.850883791919175181e+00
1.620810405202601487e+03 1.279684902143887086e+02 1.251306390475656940e+02 2.837851166823009308e+00
1.622811405702851516e+03 1.278496871244347375e+02 1.250247860222805940e+02 2.824901102154136812e+00
1.624812406203101773e+03 1.277310853208833947e+02 1.249190523971122104e+02 2.812032923771190074e+00
1.626813406703351802e+03 1.276126842040690832e+02 1.248134382397732765e+02 2.799245964295809852e+00
1.628814407203601831e+03 1.274944831786220476e+02 1.247079436155899685e+02 2.786539563032083056e+00
1.630815407703852088e+03 1.273764816534118154e+02 1.246025685875247149e+02 2.773913065887100959e+00
1.632816408204102117e+03 1.272586790414916464e+02 1.244973132161990463e+02 2.761365825292600551e+00
1.634817408704352374e+03 1.271410747600439493e+02 1.243921775599162629e+02 2.748897200127689011e+00
1.636818409204602403e+03 1.270236682303263649e+02 1.242871616746837446e+02 2.736506555642626459e+00
1.638819409704852660e+03 1.269064588776188884e+02 1.241822656142352344e+02 2.724193263383648311e+00
1.640820410205102689e+03 1.267894461311717009e+02 1.240774894300528786e+02 2.711956701118820590e+00
1.642821410705352719e+03 1.266726294241540103e+02 1.239728331713891123e+02 2.699796252764897542e+00
1.644822411205602975e+03 1.265560081936033043e+02 1.238682968852881174e+02 2.687711308315181569e+00
1.646823411705853005e+03 1.264395818803759539e+02 1.237638806166075938e+02 2.675701263768365923e+00
1.648824412206103261e+03 1.263233499290981712e+02 1.236595844080398479e+02 2.663765521058329533e+00
1.650825412706353291e+03 1.262073117881178774e+02 1.235554083001329815e+02 2.651903487984896390e+00
1.652826413206603320e+03 1.260914669094573668e+02 1.234513523313118526e+02 2.640114578145517754e+00
1.654827413706853577e+03 1.259758147487666236e+02 1.233474165378987379e+02 2.628398210867882057e+00
1.656828414207103606e+03 1.258603547652774921e+02 1.232436009541340525e+02 2.616753811143437414e+00
1.658829414707353862e+03 1.257450864217584297e+02 1.231399056121966424e+02 2.605180809561787214e+00
1.660830415207603892e+03 1.256300091844700972e+02 1.230363305422241069e+02 2.593678642245996091e+00
1.662831415707854148e+03 1.255151225231214340e+02 1.229328757723327072e+02 2.582246750788723677e+00
1.664832416208104178e+03 1.254004259108267547e+02 1.228295413286375037e+02 2.570884582189251422e+00
1.666833416708354207e+03 1.252859188240631454e+02 1.227263272352718388e+02 2.559591588791311878e+00
1.668834417208604464e+03 1.251716007426287973e+02 1.226232335144070191e+02 2.548367228221775527e+00
1.670835417708854493e+03 1.250574711496019091e+02 1.225202601862717700e+02 2.537210963330138735e+00
1.672836418209104750e+03 1.249435295312999870e+02 1.224174072691711785e+02 2.526122262128802642e+00
1.674837418709354779e+03 1.248297753772402530e+02 1.223146747795060776e+02 2.515100597734171384e+00
1.676838419209605036e+03 1.247162081801003239e+02 1.222120627317918178e+02 2.504145448308503052e+00
1.678839419709855065e+03 1.246028274356795151e+02 1.221095711386769835e+02 2.493256297002536925e+00
1.680840420210105094e+03 1.244896326428607409e+02 1.220072000109618671e+02 2.482432631898877862e+00
1.682841420710355351e+03 1.243766233035732398e+02 1.219049493576171130e+02 2.471673945956120111e+00
1.684842421210605380e+03 1.242637989227555693e+02 1.218028191858018658e+02 2.460979736953708752e+00
1.686843421710855637e+03 1.241511590083193397e+02 1.217008095008818174e+02 2.450349507437518337e+00
1.688844422211105666e+03 1.240387030711134173e+02 1.215989203064472690e+02 2.439782764666150516e+00
1.690845422711355695e+03 1.239264306248887664e+02 1.214971516043308526e+02 2.429279020557919111e+00
1.692846423211605952e+03 1.238143411862637038e+02 1.213955033946251660e+02 2.418837791638535073e+00
1.694847423711855981e+03 1.237024342746898498e+02 1.212939756757003664e+02 2.408458598989478894e+00
1.696848424212106238e+03 1.235907094124184908e+02 1.211925684442214646e+02 2.398140968197020051e+00
1.698849424712356267e+03 1.234791661244673406e+02 1.210912816951654207e+02 2.387884429301923461e+00
1.700850425212606524e+03 1.233678039385881249e+02 1.209901154218383397e+02 2.377688516749782099e+00
1.702851425712856553e+03 1.232566223852343938e+02 1.208890696158923816e+02 2.367552769342012198e+00
1.704852426213106583e+03 1.231456209975298179e+02 1.207881442673423606e+02 2.357476730187463509e+00
1.706853426713356839e+03 1.230347993112371370e+02 1.206873393645824848e+02 2.347459946654656182e+00
1.708854427213606868e+03 1.229241568647275500e+02 1.205866548944029120e+02 2.337501970324642020e+00
1.710855427713857125e+03 1.228136931989503040e+02 1.204860908420058507e+02 2.327602356944449724e+00
1.712856428214107154e+03 1.227034078574031213e+02 1.203856471910219739e+02 2.317760666381144308e+00
1.714857428714357411e+03 1.225933003861028112e+02 1.202853239235263487e+02 2.307976462576460719e+00
1.716858429214607440e+03 1.224833703335564508e+02 1.201851210200544244e+02 2.298249313502025437e+00
1.718859429714857470e+03 1.223736172507328632e+02 1.200850384596177207e+02 2.288578791115135846e+00
1.720860430215107726e+03 1.222640406910347792e+02 1.199850762197196588e+02 2.278964471315115148e+00
1.722861430715357756e+03 1.221546402102710118e+02 1.198852342763707952e+02 2.269405933900215278e+00
1.724862431215608012e+03 1.220454153666295269e+02 1.197855126041044684e+02 2.259902762525052733e+00
1.726863431715858042e+03 1.219363657206505422e+02 1.196859111759919330e+02 2.250454544658610612e+00
1.728864432216108071e+03 1.218274908352001376e+02 1.195864299636573946e+02 2.241060871542739363e+00
1.730865432716358328e+03 1.217187902754443911e+02 1.194870689372931878e+02 2.231721338151204215e+00
1.732866433216608357e+03 1.216102636088237148e+02 1.193878280656744835e+02 2.222435543149231307e+00
1.734867433716858613e+03 1.215019104050275587e+02 1.192887073161739835e+02 2.213203088853569422e+00
1.736868434217108643e+03 1.213937302359697981e+02 1.191897066547767423e+02 2.204023581193057968e+00
1.738869434717358899e+03 1.212857226757641200e+02 1.190908260460944490e+02 2.194896629669666144e+00
1.740870435217608929e+03 1.211778873006998936e+02 1.189920654533798512e+02 2.185821847320047251e+00
1.742871435717858958e+03 1.210702236892184658e+02 1.188934248385409091e+02 2.176798850677550856e+00
1.744872436218109215e+03 1.209627314218897567e+02 1.187949041621550492e+02 2.167827259734713685e+00
1.746873436718359244e+03 1.208554100813892518e+02 1.186965033834830194e+02 2.158906697906225691e+00
1.748874437218609501e+03 1.207482592524752221e+02 1.185982224604828872e+02 2.150036791992334884e+00
1.750875437718859530e+03 1.206412785219663419e+02 1.185000613498236106e+02 2.141217172142730440e+00
1.752876438219109787e+03 1.205344674787196624e+02 1.184020200068988089e+02 2.132447471820847706e+00
1.754877438719359816e+03 1.204278257136088541e+02 1.183040983858402200e+02 2.123727327768634154e+00
1.756878439219609845e+03 1.203213528195028914e+02 1.182062964395311582e+02 2.115056379971731904e+00
1.758879439719860102e+03 1.202150483912446930e+02 1.181086141196195882e+02 2.106434271625102550e+00
1.760880440220110131e+03 1.201089120256306870e+02 1.180110513765316256e+02 2.097860649099068109e+00
1.762881440720360388e+03 1.200029433213900347e+02 1.179136081594842693e+02 2.089335161905760962e+00
1.764882441220610417e+03 1.198971418791645931e+02 1.178162844164985898e+02 2.080857462665999691e+00
1.766883441720860674e+03 1.197915073014888350e+02 1.177190800944122770e+02 2.072427207076552591e+00
1.768884442221110703e+03 1.196860391927705081e+02 1.176219951388926859e+02 2.064044053877815976e+00
1.770885442721360732e+03 1.195807371592710666e+02 1.175250294944491998e+02 2.055707664821871727e+00
1.772886443221610989e+03 1.194756008090867283e+02 1.174281831044457789e+02 2.047417704640943192e+00
1.774887443721861018e+03 1.193706297521296875e+02 1.173314559111134514e+02 2.039173841016231226e+00
1.776888444222111275e+03 1.192658236001095275e+02 1.172348478555624069e+02 2.030975744547119710e+00
1.778889444722361304e+03 1.191611819665151870e+02 1.171383588777944169e+02 2.022823088720770546e+00
1.780890445222611334e+03 1.190567044665967984e+02 1.170419889167147289e+02 2.014715549882065027e+00
1.782891445722861590e+03 1.189523907173478818e+02 1.169457379101439614e+02 2.006652807203921363e+00
1.784892446223111619e+03 1.188482403374882352e+02 1.168496057948302678e+02 1.998634542657970581e+00
1.786893446723361876e+03 1.187442529474463555e+02 1.167535925064607909e+02 1.990660440985568602e+00
1.788894447223611905e+03 1.186404281693426839e+02 1.166576979796735003e+02 1.982730189669176912e+00
1.790895447723862162e+03 1.185367656269726808e+02 1.165619221480686178e+02 1.974843478904067418e+00
1.792896448224112191e+03 1.184332649457905973e+02 1.164662649442202138e+02 1.967000001570382350e+00
1.794897448724362221e+03 1.183299257528930184e+02 1.163707262996875045e+02 1.959199453205508590e+00
1.796898449224612477e+03 1.182267476770028480e+02 1.162753061450260503e+02 1.951441531976797927e+00
1.798899449724862507e+03 1.181237303484535630e+02 1.161800044097989542e+02 1.943725938654603969e+00
1.800900450225112763e+03 1.180208733991736949e+02 1.160848210225880592e+02 1.936052376585637669e+00
1.802901450725362793e+03 1.179181764626712834e+02 1.159897559110046359e+02 1.928420551666644389e+00
1.804902451225613049e+03 1.178156391740189122e+02 1.158948090017005228e+02 1.920830172318384710e+00
1.806903451725863079e+03 1.177132611698387592e+02 1.157999802203788278e+02 1.913280949459931879e+00
1.808904452226113108e+03 1.176110420882877179e+02 1.157052694918044580e+02 1.905772596483263692e+00
1.810905452726363364e+03 1.175089815690431294e+02 1.156106767398149771e+02 1.898304829228157686e+00
1.812906453226613394e+03 1.174070792532882450e+02 1.155162018873308654e+02 1.890877365957385647e+00
1.814907453726863650e+03 1.173053347836982283e+02 1.154218448563660360e+02 1.883489927332186786e+00
1.816908454227113680e+03 1.172037478044262713e+02 1.153276055680382228e+02 1.876142236388046003e+00
1.818909454727363709e+03 1.171023179610898097e+02 1.152334839425790705e+02 1.868834018510735273e+00
1.820910455227613966e+03 1.170010449007569235e+02 1.151394798993442663e+02 1.861565001412652576e+00
1.822911455727863995e+03 1.168999282719332200e+02 1.150455933568237867e+02 1.854334915109430160e+00
1.824912456228114252e+03 1.167989677245484330e+02 1.149518242326516315e+02 1.847143491896807266e+00
1.826913456728364281e+03 1.166981629099436191e+02 1.148581724436158282e+02 1.839990466327788399e+00
1.828914457228614538e+03 1.165975134808581970e+02 1.147646379056681525e+02 1.832875575190048290e+00
1.830915457728864567e+03 1.164970190914175561e+02 1.146712205339339476e+02 1.825798557483615081e+00
1.832916458229114596e+03 1.163966793971203941e+02 1.145779202427215893e+02 1.818759154398799316e+00
1.834917458729364853e+03 1.162964940548264536e+02 1.144847369455320774e+02 1.811757109294382273e+00
1.836918459229614882e+03 1.161964627227446698e+02 1.143916705550686004e+02 1.804792167676063208e+00
1.838919459729865139e+03 1.160965850604207930e+02 1.142987209832456585e+02 1.797864077175137743e+00
1.840920460230115168e+03 1.159968607287260909e+02 1.142058881411986562e+02 1.790972587527439819e+00
1.842921460730365425e+03 1.158972893898453407e+02 1.141131719392928261e+02 1.784117450552510142e+00
1.844922461230615454e+03 1.157978707072655737e+02 1.140205722871325520e+02 1.777298420133017087e+00
1.846923461730865483e+03 1.156986043457646787e+02 1.139280890935702786e+02 1.770515252194399203e+00
1.848924462231115740e+03 1.155994899714003452e+02 1.138357222667155924e+02 1.763767704684750637e+00
1.850925462731365769e+03 1.155005272514989230e+02 1.137434717139439897e+02 1.757055537554933933e+00
1.852926463231616026e+03 1.154017158546447064e+02 1.136513373419058013e+02 1.750378512738910874e+00
1.854927463731866055e+03 1.153030554506691914e+02 1.135593190565348749e+02 1.743736394134314471e+00
1.856928464232116312e+03 1.152045457106403745e+02 1.134674167630571588e+02 1.737128947583218563e+00
1.858929464732366341e+03 1.151061863068525497e+02 1.133756303659993989e+02 1.730555940853147234e+00
1.860930465232616370e+03 1.150079769128158915e+02 1.132839597691976081e+02 1.724017143618284731e+00
1.862931465732866627e+03 1.149099172032462803e+02 1.131924048758053800e+02 1.717512327440900988e+00
1.864932466233116656e+03 1.148120068540554684e+02 1.131009655883024720e+02 1.711041265752994311e+00
1.866933466733366913e+03 1.147142455423409899e+02 1.130096418085028631e+02 1.704603733838126578e+00
1.868934467233616942e+03 1.146166329463765550e+02 1.129184334375630812e+02 1.698199508813477143e+00
1.870935467733866972e+03 1.145191687456023715e+02 1.128273403759902891e+02 1.691828369612087268e+00
1.872936468234117228e+03 1.144218526206157094e+02 1.127363625236503992e+02 1.685490096965309270e+00
1.874937468734367258e+03 1.143246842531614647e+02 1.126454997797760171e+02 1.679184473385453291e+00
1.876938469234617514e+03 1.142276633261229790e+02 1.125547520429743571e+02 1.672911283148619921e+00
1.878939469734867544e+03 1.141307895235129592e+02 1.124641192112352144e+02 1.666670312277737764e+00
1.880940470235117800e+03 1.140340625304642828e+02 1.123736011819385112e+02 1.660461348525774872e+00
1.882941470735367830e+03 1.139374820332214142e+02 1.122831978518622691e+02 1.654284181359149342e+00
1.884942471235617859e+03 1.138410477191314243e+02 1.121929091171901121e+02 1.648138601941316006e+00
1.886943471735868116e+03 1.137447592766353637e+02 1.121027348735188269e+02 1.642024403116537856e+00
1.888944472236118145e+03 1.136486163952597934e+02 1.120126750158659519e+02 1.635941379393842210e+00
1.890945472736368401e+03 1.135526187656083295e+02 1.119227294386771803e+02 1.629889326931143634e+00
1.892946473236618431e+03 1.134567660793533435e+02 1.118328980358337930e+02 1.623868043519553384e+00
1.894947473736868687e+03 1.133610580292277064e+02 1.117431807006598490e+02 1.617877328567851158e+00
1.896948474237118717e+03 1.132654943090167166e+02 1.116535773259295752e+02 1.611916983087138044e+00
1.898949474737368746e+03 1.131700746135500850e+02 1.115640878038744290e+02 1.605986809675649329e+00
1.900950475237619003e+03 1.130747986386940482e+02 1.114747120261903035e+02 1.600086612503738737e+00
1.902951475737869032e+03 1.129796660813436517e+02 1.113854498840446183e+02 1.594216197299030746e+00
1.904952476238119289e+03 1.128846766394148631e+02 1.112963012680831412e+02 1.588375371331720576e+00
1.906953476738369318e+03 1.127898300118371537e+02 1.112072660684370931e+02 1.582563943400057571e+00
1.908954477238619347e+03 1.126951258985459674e+02 1.111183441747299980e+02 1.576781723815962488e+00
1.910955477738869604e+03 1.126005640004751598e+02 1.110295354760843338e+02 1.571028524390820191e+00
1.912956478239119633e+03 1.125061440195499500e+02 1.109408398611285236e+02 1.565304158421420011e+00
1.914957478739369890e+03 1.124118656586794742e+02 1.108522572180034302e+02 1.559608440676043539e+00
1.916958479239619919e+03 1.123177286217497937e+02 1.107637874343690783e+02 1.553941187380712963e+00
1.918959479739870176e+03 1.122237326136167894e+02 1.106754303974112048e+02 1.548302216205580839e+00
1.920960480240120205e+03 1.121298773400992275e+02 1.105871859938477542e+02 1.542691346251471307e+00
1.922961480740370234e+03 1.120361625079719232e+02 1.104990541099353578e+02 1.537108398036564294e+00
1.924962481240620491e+03 1.119425878249589204e+02 1.104110346314757010e+02 1.531553193483222053e+00
1.926963481740870520e+03 1.118491529997268259e+02 1.103231274438218605e+02 1.526025555904962472e+00
1.928964482241120777e+03 1.117558577418782590e+02 1.102353324318846859e+02 1.520525309993566276e+00
