# w J_total  J_DrudeLorentz  J_BrownianOscillator
1.994997498749374927e+03 1.087535633475947776e+02 1.074002508903721775e+02 1.353312457222600296e+00
1.996998499249624956e+03 1.086648468786188886e+02 1.073161986045080454e+02 1.348648274110843204e+00
1.998999499749874985e+03 1.085762603569146876e+02 1.072322542324646264e+02 1.344006124450058071e+00
2.001000500250125242e+03 1.084878035219891359e+02 1.071484176469715521e+02 1.339385875017581329e+00
2.003001500750375271e+03 1.083994761140893530e+02 1.070646887205127342e+02 1.334787393576616354e+00
2.005002501250625528e+03 1.083112778741982112e+02 1.069810673253306277e+02 1.330210548867579945e+00
2.007003501750875557e+03 1.082232085440305269e+02 1.068975533334309773e+02 1.325655210599546052e+00
2.009004502251125814e+03 1.081352678660286557e+02 1.068141466165868962e+02 1.321121249441766121e+00
2.011005502751375843e+03 1.080474555833586550e+02 1.067308470463433707e+02 1.316608537015285352e+00
2.013006503251625873e+03 1.079597714399061346e+02 1.066476544940214950e+02 1.312116945884634900e+00
2.015007503751876129e+03 1.078722151802721640e+02 1.065645688307225498e+02 1.307646349549612008e+00
2.017008504252126158e+03 1.077847865497696631e+02 1.064815899273325215e+02 1.303196622437148067e+00
2.019009504752376415e+03 1.076974852944192520e+02 1.063987176545260098e+02 1.298767639893244175e+00
2.021010505252626444e+03 1.076103111609455283e+02 1.063159518827705199e+02 1.294359278175007510e+00
2.023011505752876701e+03 1.075232638967730878e+02 1.062332924823303415e+02 1.289971414442747433e+00
2.025012506253126730e+03 1.074363432500230715e+02 1.061507393232708978e+02 1.285603926752169723e+00
2.027013506753376760e+03 1.073495489695091294e+02 1.060682922754624968e+02 1.281256694046631672e+00
2.029014507253627016e+03 1.072628808047338538e+02 1.059859512085843676e+02 1.276929596149487312e+00
2.031015507753877046e+03 1.071763385058852549e+02 1.059037159921287525e+02 1.272622513756505924e+00
2.033016508254127302e+03 1.070899218238330093e+02 1.058215864954046452e+02 1.268335328428360498e+00
2.035017508754377332e+03 1.070036305101248644e+02 1.057395625875416698e+02 1.264067922583200332e+00
2.037018509254627361e+03 1.069174643169832706e+02 1.056576441374939890e+02 1.259820179489287373e+00
2.039019509754877618e+03 1.068314229973018143e+02 1.055758310140440983e+02 1.255591983257715816e+00
2.041020510255127647e+03 1.067455063046416370e+02 1.054941230858064358e+02 1.251383218835196542e+00
2.043021510755377903e+03 1.066597139932282658e+02 1.054125202212313468e+02 1.247193771996914613e+00
2.045022511255627933e+03 1.065740458179480612e+02 1.053310222886085938e+02 1.243023529339461808e+00
2.047023511755878189e+03 1.064885015343447918e+02 1.052496291560709665e+02 1.238872378273831565e+00
2.049024512256128219e+03 1.064030808986166647e+02 1.051683406915981749e+02 1.234740207018489855e+00
2.051025512756378248e+03 1.063177836676126873e+02 1.050871567630201753e+02 1.230626904592510451e+00
2.053026513256628277e+03 1.062326095988295265e+02 1.050060772380207510e+02 1.226532360808778366e+00
2.055027513756878761e+03 1.061475584504084111e+02 1.049251019841411505e+02 1.222456466267259456e+00
2.057028514257128791e+03 1.060626299811318916e+02 1.048442308687835549e+02 1.218399112348341751e+00
2.059029514757378820e+03 1.059778239504206567e+02 1.047634637592144173e+02 1.214360191206232509e+00
2.061030515257628849e+03 1.058931401183303649e+02 1.046828005225679448e+02 1.210339595762423892e+00
2.063031515757878879e+03 1.058085782455488300e+02 1.046022410258495938e+02 1.206337219699229690e+00
2.065032516258129363e+03 1.057241380933926251e+02 1.045217851359392540e+02 1.202352957453370896e+00
2.067033516758379392e+03 1.056398194238042976e+02 1.044414327195946584e+02 1.198386704209639442e+00
2.069034517258629421e+03 1.055556219993493272e+02 1.043611836434547229e+02 1.194438355894609227e+00
2.071035517758879450e+03 1.054715455832130999e+02 1.042810377740426873e+02 1.190507809170418430e+00
2.073036518259129934e+03 1.053875899391981221e+02 1.042009949777695113e+02 1.186594961428607764e+00
2.075037518759379964e+03 1.053037548317208945e+02 1.041210551209368731e+02 1.182699710784019587e+00
2.077038519259629993e+03 1.052200400258093254e+02 1.040412180697405660e+02 1.178821956068756283e+00
2.079039519759880022e+03 1.051364452870995905e+02 1.039614836902733970e+02 1.174961596826194166e+00
2.081040520260130052e+03 1.050529703818336174e+02 1.038818518485285551e+02 1.171118533305061327e+00
2.083041520760380536e+03 1.049696150768560159e+02 1.038023224104024536e+02 1.167292666453564776e+00
2.085042521260630565e+03 1.048863791396115062e+02 1.037228952416979268e+02 1.163483897913583087e+00
2.087043521760880594e+03 1.048032623381421757e+02 1.036435702081272723e+02 1.159692130014905898e+00
2.089044522261130624e+03 1.047202644410845949e+02 1.035643471753150635e+02 1.155917265769534019e+00
2.091045522761380653e+03 1.046373852176673864e+02 1.034852260088013480e+02 1.152159208866034179e+00
2.093046523261631137e+03 1.045546244377083696e+02 1.034062065740444183e+02 1.148417863663945271e+00
2.095047523761881166e+03 1.044719818716121154e+02 1.033272887364238670e+02 1.144693135188242117e+00
2.097048524262131195e+03 1.043894572903670621e+02 1.032484723612432163e+02 1.140984929123845415e+00
2.099049524762381225e+03 1.043070504655432700e+02 1.031697573137330721e+02 1.137293151810191860e+00
2.101050525262631254e+03 1.042247611692895788e+02 1.030911434590537255e+02 1.133617710235850673e+00
2.103051525762881738e+03 1.041425891743312775e+02 1.030126306622980792e+02 1.129958512033193641e+00
2.105052526263131767e+03 1.040605342539674893e+02 1.029342187884943769e+02 1.126315465473116673e+00
2.107053526763381797e+03 1.039785961820687277e+02 1.028559077026089170e+02 1.122688479459805988e+00
2.109054527263631826e+03 1.038967747330743663e+02 1.027776972695488098e+02 1.119077463525561811e+00
2.111055527763882310e+03 1.038150696819903089e+02 1.026995873541646489e+02 1.115482327825665809e+00
2.113056528264132339e+03 1.037334808043865166e+02 1.026215778212532115e+02 1.111902983133299161e+00
2.115057528764382369e+03 1.036520078763945207e+02 1.025436685355600162e+02 1.108339340834505471e+00
2.117058529264632398e+03 1.035706506747052487e+02 1.024658593617820372e+02 1.104791312923206537e+00
2.119059529764882427e+03 1.034894089765665086e+02 1.023881501645702485e+02 1.101258811996262077e+00
2.121060530265132911e+03 1.034082825597807300e+02 1.023105408085321528e+02 1.097741751248571429e+00
2.123061530765382940e+03 1.033272712027026046e+02 1.022330311582343683e+02 1.094240044468234307e+00
2.125062531265632970e+03 1.032463746842368835e+02 1.021556210782051437e+02 1.090753606031738654e+00
2.127063531765882999e+03 1.031655927838360043e+02 1.020783104329367887e+02 1.087282350899211547e+00
2.129064532266133028e+03 1.030849252814979309e+02 1.020010990868882317e+02 1.083826194609700977e+00
2.131065532766383512e+03 1.030043719577637944e+02 1.019239869044872933e+02 1.080385053276508245e+00
2.133066533266633542e+03 1.029239325937159464e+02 1.018469737501333725e+02 1.076958843582567438e+00
2.135067533766883571e+03 1.028436069709754292e+02 1.017700594881995784e+02 1.073547482775856210e+00
2.137068534267133600e+03 1.027633948717000862e+02 1.016932439830352308e+02 1.070150888664859856e+00
2.139069534767383630e+03 1.026832960785822024e+02 1.016165270989681346e+02 1.066768979614074908e+00
2.141070535267634114e+03 1.026033103748465578e+02 1.015399087003070093e+02 1.063401674539552033e+00
2.143071535767884143e+03 1.025234375442481678e+02 1.014633886513436920e+02 1.060048892904482898e+00
2.145072536268134172e+03 1.024436773710702511e+02 1.013869668163554252e+02 1.056710554714827000e+00
2.147073536768384201e+03 1.023640296401221690e+02 1.013106430596071874e+02 1.053386580514976245e+00
2.149074537268634685e+03 1.022844941367371945e+02 1.012344172453537254e+02 1.050076891383465494e+00
2.151075537768884715e+03 1.022050706467708494e+02 1.011582892378421263e+02 1.046781408928719515e+00
2.153076538269134744e+03 1.021257589565984318e+02 1.010822589013135939e+02 1.043500055284835248e+00
2.155077538769384773e+03 1.020465588531132823e+02 1.010063261000058787e+02 1.040232753107409147e+00
2.157078539269634803e+03 1.019674701237247092e+02 1.009304906981553103e+02 1.036979425569401148e+00
2.159079539769885287e+03 1.018884925563560273e+02 1.008547525599989996e+02 1.033739996357032842e+00
2.161080540270135316e+03 1.018096259394426113e+02 1.007791115497768857e+02 1.030514389665730945e+00
2.163081540770385345e+03 1.017308700619298492e+02 1.007035675317337535e+02 1.027302530196097186e+00
2.165082541270635375e+03 1.016522247132714085e+02 1.006281203701214793e+02 1.024104343149925711e+00
2.167083541770885404e+03 1.015736896834271192e+02 1.005527699292008634e+02 1.020919754226249587e+00
2.169084542271135888e+03 1.014952647628611402e+02 1.004775160732437200e+02 1.017748689617425928e+00
2.171085542771385917e+03 1.014169497425402540e+02 1.004023586665349939e+02 1.014591076005261217e+00
2.173086543271635946e+03 1.013387444139317068e+02 1.003272975733745511e+02 1.011446840557159055e+00
2.175087543771885976e+03 1.012606485690015319e+02 1.002523326580792116e+02 1.008315910922318759e+00
2.177088544272136460e+03 1.011826620002126447e+02 1.001774637849846954e+02 1.005198215227955050e+00
2.179089544772386489e+03 1.011047845005231807e+02 1.001026908184476127e+02 1.002093682075565928e+00
2.181090545272636518e+03 1.010270158633844630e+02 1.000280136228472401e+02 9.990022405372166459e-01
2.183091545772886548e+03 1.009493558827392405e+02 9.995343206258736757e+01 9.959238201518726408e-01
2.185092546273136577e+03 1.008718043530200958e+02 9.987894600209833129e+01 9.928583509217587810e-01
2.187093546773387061e+03 1.007943610691474419e+02 9.980455530583869006e+01 9.898057633087518070e-01
2.189094547273637090e+03 1.007170258265279728e+02 9.973025983829715813e+01 9.867659882308084107e-01
2.191095547773887120e+03 1.006397984210527738e+02 9.965605946399435311e+01 9.837389570584191834e-01
2.193096548274137149e+03 1.005626786490956732e+02 9.958195404748457236e+01 9.807246016111011988e-01
2.195097548774387178e+03 1.004856663075114795e+02 9.950794345335755509e+01 9.777228541539179085e-01
2.197098549274637662e+03 1.004087611936343052e+02 9.943402754624027295e+01 9.747336473940312329e-01
2.199099549774887691e+03 1.003319631052759178e+02 9.936020619079863536e+01 9.717569144772864043e-01
2.201100550275137721e+03 1.002552718407240064e+02 9.928647925173918054e+01 9.687925889848248984e-01
2.203101550775387750e+03 1.001786871987405050e+02 9.921284659381078086e+01 9.658406049297257878e-01
2.205102551275637779e+03 1.001022089785600286e+02 9.913930808180634813e+01 9.629008967536845098e-01
2.207103551775888263e+03 1.000258369798881262e+02 9.906586358056441100e+01 9.599733993237116181e-01
2.209104552276138293e+03 9.994957100289975926e+01 9.899251295497089131e+01 9.570580479288706144e-01
2.211105552776388322e+03 9.987341084823762571e+01 9.891925606996059628e+01 9.541547782770353203e-01
2.213106553276638351e+03 9.979735631701053933e+01 9.884609279051885267e+01 9.512635264916822209e-01
2.215107553776888835e+03 9.972140721079188097e+01 9.877302298168316952e+01 9.483842291087105636e-01
2.217108554277138865e+03 9.964556333161802115e+01 9.870004650854473027e+01 9.455168230732893253e-01
2.219109554777388894e+03 9.956982448198668578e+01 9.862716323624995596e+01 9.426612457367303799e-01
2.221110555277638923e+03 9.949419046485554929e+01 9.855437303000215366e+01 9.398174348533940847e-01
2.223111555777888952e+03 9.941866108364041565e+01 9.848167575506279547e+01 9.369853285776164054e-01
2.225112556278139436e+03 9.934323614221399623e+01 9.840907127675332333e+01 9.341648654606689028e-01
2.227113556778389466e+03 9.926791544490421870e+01 9.833655946045647056e+01 9.313559844477425909e-01
2.229114557278639495e+03 9.919269879649266386e+01 9.826414017161771142e+01 9.285586248749537752e-01
2.231115557778889524e+03 9.911758600221320137e+01 9.819181327574681006e+01 9.257727264663874189e-01
2.233116558279139554e+03 9.904257686775039815e+01 9.811957863841924166e+01 9.229982293311540520e-01
2.235117558779390038e+03 9.896767119923801204e+01 9.804743612527752816e+01 9.202350739604812091e-01
2.237118559279640067e+03 9.889286880325765594e+01 9.797538560203282998e+01 9.174832012248286262e-01
2.239119559779890096e+03 9.881816948683723467e+01 9.790342693446621070e+01 9.147425523710228656e-01
2.241120560280140126e+03 9.874357305744945279e+01 9.783155998843002976e+01 9.120130690194248047e-01
2.243121560780390155e+03 9.866907932301039352e+01 9.775978462984927830e+01 9.092946931611168848e-01
2.245122561280640639e+03 9.859468809187819716e+01 9.768810072472308548e+01 9.065873671551171187e-01
2.247123561780890668e+03 9.852039917285155468e+01 9.761650813912594060e+01 9.038910337256175209e-01
2.249124562281140697e+03 9.844621237516815881e+01 9.754500673920891529e+01 9.012056359592421906e-01
2.251125562781390727e+03 9.837212750850355292e+01 9.747359639120121244e+01 8.985311173023359244e-01
2.253126563281641211e+03 9.829814438296953938e+01 9.740227696141127467e+01 8.958674215582710376e-01
2.255127563781891240e+03 9.822426280911294327e+01 9.733104831622816278e+01 8.932144928847809418e-01
2.257128564282141269e+03 9.815048259791402074e+01 9.725991032212270682e+01 8.905722757913135945e-01
2.259129564782391299e+03 9.807680356078530792e+01 9.718886284564889877e+01 8.879407151364100415e-01
2.261130565282641328e+03 9.800322550957015721e+01 9.711790575344505783e+01 8.853197561251058278e-01
2.263131565782891812e+03 9.792974825654135884e+01 9.704703891223500989e+01 8.827093443063511735e-01
2.265132566283141841e+03 9.785637161439987608e+01 9.697626218882940918e+01 8.801094255704612346e-01
2.267133566783391871e+03 9.778309539627340996e+01 9.690557545012683249e+01 8.775199461465769124e-01
2.269134567283641900e+03 9.770991941571520556e+01 9.683497856311504393e+01 8.749408526001580810e-01
2.271135567783891929e+03 9.763684348670260249e+01 9.676447139487210336e+01 8.723720918304924687e-01
2.273136568284142413e+03 9.756386742363571329e+01 9.669405381256748910e+01 8.698136110682257449e-01
2.275137568784392442e+03 9.749099104133632920e+01 9.662372568346340529e+01 8.672653578729185853e-01
2.277138569284642472e+03 9.741821415504637116e+01 9.655348687491576243e+01 8.647272801306148393e-01
2.279139569784892501e+03 9.734553658042672453e+01 9.648333725437528585e+01 8.621993260514403401e-01
2.281140570285142530e+03 9.727295813355598852e+01 9.641327668938878048e+01 8.596814441672148144e-01
2.283141570785393014e+03 9.720047863092904095e+01 9.634330504759995506e+01 8.571735833290879958e-01
2.285142571285643044e+03 9.712809788945610023e+01 9.627342219675090007e+01 8.546756927051972763e-01
2.287143571785893073e+03 9.705581572646102018e+01 9.620362800468268460e+01 8.521877217783374592e-01
2.289144572286143102e+03 9.698363195968047989e+01 9.613392233933682007e+01 8.497096203436614870e-01
2.291145572786393586e+03 9.691154640726236380e+01 9.606430506875597075e+01 8.472413385063894964e-01
2.293146573286643616e+03 9.683955888776486631e+01 9.599477606108531802e+01 8.447828266795489593e-01
2.295147573786893645e+03 9.676766922015502814e+01 9.592533518457331354e+01 8.423340355817202640e-01
2.297148574287143674e+03 9.669587722380755679e+01 9.585598230757274507e+01 8.398949162348148256e-01
2.299149574787393703e+03 9.662418271850371809e+01 9.578671729854185912e+01 8.374654199618616346e-01
2.301150575287644187e+03 9.655258552442997200e+01 9.571754002604515676e+01 8.350454983848184520e-01
2.303151575787894217e+03 9.648108546217700621e+01 9.564845035875460155e+01 8.326351034224004355e-01
2.305152576288144246e+03 9.640968235273821563e+01 9.557944816545028743e+01 8.302341872879236417e-01
2.307153576788394275e+03 9.633837601750879287e+01 9.551053331502161825e+01 8.278427024871704010e-01
2.309154577288644305e+03 9.626716627828443507e+01 9.544170567646816039e+01 8.254606018162713443e-01
2.311155577788894789e+03 9.619605295726017857e+01 9.537296511890058071e+01 8.230878383596044179e-01
2.313156578289144818e+03 9.612503587702930474e+01 9.530431151154158442e+01 8.207243654877149908e-01
2.315157578789394847e+03 9.605411486058200410e+01 9.523574472372675359e+01 8.183701368552454003e-01
2.317158579289644877e+03 9.598328973130438158e+01 9.516726462490548499e+01 8.160251063988909204e-01
2.319159579789894906e+03 9.591256031297731965e+01 9.509887108464195649e+01 8.136892283353684974e-01
2.321160580290145390e+03 9.584192642977517096e+01 9.503056397261576649e+01 8.113624571593993640e-01
2.323161580790395419e+03 9.577138790626482034e+01 9.496234315862309927e+01 8.090447476417168549e-01
2.325162581290645448e+03 9.570094456740444855e+01 9.489420851257736444e+01 8.067360548270813281e-01
2.327163581790895478e+03 9.563059623854235269e+01 9.482615990451003540e+01 8.044363340323171796e-01
2.329164582291145962e+03 9.556034274541597995e+01 9.475819720457161566e+01 8.021455408443649571e-01
2.331165582791395991e+03 9.549018391415076223e+01 9.469032028303240622e+01 7.998636311183514591e-01
2.333166583291646020e+03 9.542011957125887989e+01 9.462252901028321617e+01 7.975905609756694936e-01
2.335167583791896050e+03 9.535014954363838058e+01 9.455482325683630052e+01 7.953262868020815057e-01
2.337168584292146079e+03 9.528027365857191455e+01 9.448720289332608502e+01 7.930707652458330870e-01
2.339169584792396563e+03 9.521049174372568302e+01 9.441966779050989089e+01 7.908239532157851359e-01
2.341170585292646592e+03 9.514080362714844341e+01 9.435221781926888696e+01 7.885858078795608961e-01
2.343171585792896622e+03 9.507120913727032985e+01 9.428485285060862964e+01 7.863562866617056502e-01
2.345172586293146651e+03 9.500170810290185841e+01 9.421757275565998668e+01 7.841353472418653991e-01
2.347173586793396680e+03 9.493230035323270499e+01 9.415037740567973401e+01 7.819229475529778650e-01
2.349174587293647164e+03 9.486298571783089528e+01 9.408326667205142257e+01 7.797190457794792584e-01
2.351175587793897193e+03 9.479376402664158263e+01 9.401624042628606048e+01 7.775236003555260345e-01
2.353176588294147223e+03 9.472463510998593961e+01 9.394929854002270986e+01 7.753365699632304153e-01
2.355177588794397252e+03 9.465559879856033376e+01 9.388244088502942475e+01 7.731579135309102346e-01
2.357178589294647281e+03 9.458665492343502024e+01 9.381566733320366325e+01 7.709875902313536589e-01
2.359179589794897765e+03 9.451780331605331753e+01 9.374897775657322541e+01 7.688255594800977866e-01
2.361180590295147795e+03 9.444904380823055590e+01 9.368237202729683588e+01 7.666717809337236789e-01
2.363181590795397824e+03 9.438037623215291205e+01 9.361585001766475500e+01 7.645262144881583843e-01
2.365182591295647853e+03 9.431180042037645705e+01 9.354941160009946088e+01 7.623888202769995015e-01
2.367183591795898337e+03 9.424331620582621838e+01 9.348305664715637420e+01 7.602595586698451813e-01
2.369184592296148367e+03 9.417492342179512832e+01 9.341678503152448343e+01 7.581383902706474442e-01
2.371185592796398396e+03 9.410662190194294396e+01 9.335059662602687069e+01 7.560252759160664970e-01
2.373186593296648425e+03 9.403841148029528085e+01 9.328449130362143649e+01 7.539201766738484745e-01
2.375187593796898454e+03 9.397029199124274612e+01 9.321846893740153916e+01 7.518230538412125075e-01
2.377188594297148938e+03 9.390226326953973057e+01 9.315252940059647813e+01 7.497338689432491154e-01
2.379189594797398968e+03 9.383432515030358445e+01 9.308667256657224698e+01 7.476525837313371392e-01
2.381190595297648997e+03 9.376647746901358005e+01 9.302089830883201671e+01 7.455791601815647818e-01
2.383191595797899026e+03 9.369872006150991695e+01 9.295520650101674676e+01 7.435135604931720765e-01
2.385192596298149056e+03 9.363105276399278409e+01 9.288959701690578186e+01 7.414557470869993505e-01
2.387193596798399540e+03 9.356347541302130821e+01 9.282406973041734943e+01 7.394056826039525632e-01
2.389194597298649569e+03 9.349598784551278641e+01 9.275862451560931277e+01 7.373633299034796362e-01
2.391195597798899598e+03 9.342858989874147824e+01 9.269326124667942679e+01 7.353286520620557765e-01
2.393196598299149628e+03 9.336128141033783834e+01 9.262797979796614811e+01 7.333016123716861179e-01
2.395197598799399657e+03 9.329406221828740797e+01 9.256278004394899028e+01 7.312821743384171347e-01
2.397198599299650141e+03 9.322693216093000501e+01 9.249766185924914907e+01 7.292703016808600447e-01
2.399199599799900170e+03 9.315989107695878602e+01 9.243262511863005670e+01 7.272659583287284235e-01
2.401200600300150199e+03 9.309293880541912358e+01 9.236766969699773711e+01 7.252691084213830353e-01
2.403201600800400229e+03 9.302607518570785317e+01 9.230279546940145963e+01 7.232797163063930945e-01
2.405202601300650713e+03 9.295930005757232095e+01 9.223800231103422220e+01 7.212977465381051889e-01
2.407203601800900742e+03 9.289261326110941752e+01 9.217329009723319189e+01 7.193231638762261904e-01
2.409204602301150771e+03 9.282601463676455467e+01 9.210865870348014539e+01 7.173559332844160474e-01
2.411205602801400801e+03 9.275950402533099748e+01 9.204410800540210857e+01 7.153960199288907917e-01
2.413206603301650830e+03 9.269308126794868485e+01 9.197963787877164066e+01 7.134433891770399772e-01
2.415207603801901314e+03 9.262674620610343368e+01 9.191524819950738845e+01 7.114980065960496702e-01
2.417208604302151343e+03 9.256049868162618566e+01 9.185093884367464057e+01 7.095598379515442033e-01
2.419209604802401373e+03 9.249433853669178518e+01 9.178670968748555481e+01 7.076288492062289270e-01
2.421210605302651402e+03 9.242826561381829720e+01 9.172256060729974081e+01 7.057050065185517251e-01
2.423211605802901431e+03 9.236227975586608352e+01 9.165849147962471477e+01 7.037882762413708582e-01
2.425212606303151915e+03 9.229638080603686490e+01 9.159450218111622632e+01 7.018786249206341310e-01
2.427213606803401944e+03 9.223056860787283995e+01 9.153059258857877012e+01 6.999760192940708281e-01
2.429214607303651974e+03 9.216484300525586093e+01 9.146676257896596951e+01 6.980804262898887558e-01
2.431215607803902003e+03 9.209920384240645319e+01 9.140301202938096026e+01 6.961918130254862724e-01
2.433216608304152032e+03 9.203365096388300515e+01 9.133934081707683106e+01 6.943101468061725345e-01
2.435217608804402516e+03 9.196818421458090143e+01 9.127574881945700724e+01 6.924353951238969573e-01
2.437218609304652546e+03 9.190280343973164179e+01 9.121223591407564868e+01 6.905675256559919983e-01
2.439219609804902575e+03 9.183750848490186058e+01 9.114880197863794820e+01 6.887065062639194934e-01
2.441220610305152604e+03 9.177229919599270147e+01 9.108544689100067160e+01 6.868523049920329804e-01
2.443221610805403088e+03 9.170717541923870897e+01 9.102217052917235662e+01 6.850048900663470164e-01
2.445222611305653118e+03 9.164213700120714634e+01 9.095897277131382452e+01 6.831642298933164881e-01
2.447223611805903147e+03 9.157718378879704346e+01 9.089585349573842166e+01 6.813302930586238038e-01
2.449224612306153176e+03 9.151231562923842944e+01 9.083281258091244581e+01 6.795030483259775211e-01
2.451225612806403205e+03 9.144753237009133784e+01 9.076984990545541621e+01 6.776824646359203008e-01
2.453226613306653690e+03 9.138283385924513880e+01 9.070696534814049983e+01 6.758685111046440763e-01
2.455227613806903719e+03 9.131821994491768635e+01 9.064415878789486669e+01 6.740611570228184357e-01
2.457228614307153748e+03 9.125369047565422420e+01 9.058143010379980353e+01 6.722603718544211127e-01
2.459229614807403777e+03 9.118924530032694520e+01 9.051877917509135330e+01 6.704661252355856860e-01
2.461230615307653807e+03 9.112488426813379760e+01 9.045620588116034355e+01 6.686783869734518326e-01
2.463231615807904291e+03 9.106060722859793088e+01 9.039371010155289810e+01 6.668971270450275712e-01
2.465232616308154320e+03 9.099641403156670094e+01 9.033129171597063589e+01 6.651223155960606093e-01
2.467233616808404349e+03 9.093230452721098800e+01 9.026895060427106898e+01 6.633539229399150194e-01
2.469234617308654379e+03 9.086827856602414499e+01 9.020668664646768775e+01 6.615919195564601285e-01
2.471235617808904863e+03 9.080433599882147178e+01 9.014449972273050093e+01 6.598362760909670666e-01
2.473236618309154892e+03 9.074047667673924877e+01 9.008238971338623458e+01 6.580869633530123108e-01
2.475237618809404921e+03 9.067670045123385592e+01 9.002035649891845992e+01 6.563439523153909994e-01
2.477238619309654950e+03 9.061300717408114735e+01 8.995839995996810501e+01 6.546072141130380162e-01
2.479239619809904980e+03 9.054939669737552776e+01 8.989651997733356836e+01 6.528767200419578476e-01
2.481240620310155464e+03 9.048586887352917074e+01 8.983471643197100320e+01 6.511524415581614322e-01
2.483241620810405493e+03 9.042242355527119457e+01 8.977298920499458745e+01 6.494343502766133369e-01
2.485242621310655522e+03 9.035906059564703696e+01 8.971133817767685059e+01 6.477224179701838169e-01
2.487243621810905552e+03 9.029577984801737500e+01 8.964976323144875892e+01 6.460166165686119788e-01
2.489244622311155581e+03 9.023258116605755674e+01 8.958826424790008502e+01 6.443169181574740501e-01
2.491245622811406065e+03 9.016946440375672012e+01 8.952684110877956414e+01 6.426232949771611969e-01
2.493246623311656094e+03 9.010642941541715345e+01 8.946549369599529200e+01 6.409357194218670006e-01
2.495247623811906124e+03 9.004347605565325807e+01 8.940422189161468225e+01 6.392541640385764889e-01
2.497248624312156153e+03 8.998060417939096567e+01 8.934302557786489274e+01 6.375786015260688222e-01
2.499249624812406182e+03 8.991781364186692826e+01 8.928190463713299607e+01 6.359090047339256424e-01
2.501250625312656666e+03 8.985510429862770820e+01 8.922085895196616434e+01 6.342453466615449731e-01
2.503251625812906696e+03 8.979247600552905340e+01 8.915988840507188229e+01 6.325876004571668876e-01
2.505252626313156725e+03 8.972992861873504467e+01 8.909899287931814627e+01 6.309357394169005095e-01
2.507253626813406754e+03 8.966746199471749890e+01 8.903817225773373423e+01 6.292897369837644472e-01
2.509254627313657238e+03 8.960507599025498848e+01 8.897742642350826259e+01 6.276495667467292261e-01
2.511255627813907267e+03 8.954277046243228710e+01 8.891675525999251306e+01 6.260152024397724890e-01
2.513256628314157297e+03 8.948054526863947444e+01 8.885615865069853214e+01 6.243866179409351957e-01
2.515257628814407326e+03 8.941840026657121143e+01 8.879563647929981585e+01 6.227637872713884803e-01
2.517258629314657355e+03 8.935633531422601550e+01 8.873518862963150866e+01 6.211466845945081694e-01
2.519259629814907839e+03 8.929435026990555002e+01 8.867481498569060250e+01 6.195352842149535189e-01
2.521260630315157869e+03 8.923244499221380011e+01 8.861451543163605038e+01 6.179295605777561651e-01
2.523261630815407898e+03 8.917061934005640467e+01 8.855428985178899381e+01 6.163294882674105191e-01
2.525262631315657927e+03 8.910887317263974694e+01 8.849413813063276280e+01 6.147350420069777055e-01
2.527263631815907956e+03 8.904720634947045710e+01 8.843406015281325949e+01 6.131461966571913891e-01
2.529264632316158441e+03 8.898561873035450276e+01 8.837405580313892983e+01 6.115629272155717056e-01
2.531265632816408470e+03 8.892411017539654949e+01 8.831412496658100508e+01 6.099852088155462981e-01
2.533266633316658499e+03 8.886268054499917923e+01 8.825426752827360133e+01 6.084130167255767940e-01
2.535267633816908528e+03 8.880132969986213709e+01 8.819448337351384737e+01 6.068463263482930525e-01
2.537268634317158558e+03 8.874005750098169187e+01 8.813477238776205525e+01 6.052851132196317430e-01
2.539269634817409042e+03 8.867886380964979764e+01 8.807513445664181972e+01 6.037293530079844706e-01
2.541270635317659071e+03 8.861774848745355371e+01 8.801556946594020303e+01 6.021790215133501212e-01
2.543271635817909100e+03 8.855671139627420985e+01 8.795607730160772064e+01 6.006340946664922020e-01
2.545272636318159130e+03 8.849575239828671158e+01 8.789665784975861129e+01 5.990945485281050642e-01
2.547273636818409614e+03 8.843487135595886173e+01 8.783731099667087960e+01 5.975603592879856762e-01
2.549274637318659643e+03 8.837406813205060985e+01 8.777803662878639557e+01 5.960315032642106159e-01
2.551275637818909672e+03 8.831334258961335593e+01 8.771883463271103665e+01 5.945079569023189459e-01
2.553276638319159701e+03 8.825269459198922561e+01 8.765970489521473041e+01 5.929896967745018621e-01
2.555277638819409731e+03 8.819212400281047337e+01 8.760064730323166771e+01 5.914766995787990034e-01
2.557278639319660215e+03 8.813163068599855876e+01 8.754166174386026000e+01 5.899689421382987575e-01
2.559279639819910244e+03 8.807121450576366328e+01 8.748274810436332416e+01 5.884664014003457844e-01
2.561280640320160273e+03 8.801087532660390877e+01 8.742390627216815346e+01 5.869690544357540896e-01
2.563281640820410303e+03 8.795061301330459003e+01 8.736513613486656027e+01 5.854768784380254276e-01
2.565282641320660332e+03 8.789042743093756371e+01 8.730643758021498968e+01 5.839898507225741442e-01
2.567283641820910816e+03 8.783031844486056627e+01 8.724781049613460482e+01 5.825079487259565703e-01
2.569284642321160845e+03 8.777028592071648916e+01 8.718925477071138630e+01 5.810311500051089650e-01
2.571285642821410875e+03 8.771032972443269671e+01 8.713077029219611802e+01 5.795594322365849038e-01
2.573286643321660904e+03 8.765044972222030140e+01 8.707235694900450085e+01 5.780927732158058774e-01
2.575287643821910933e+03 8.759064578057359540e+01 8.701401462971728051e+01 5.766311508563111143e-01
