# w  J_DrudeLorentz  J_BrownianOscillator  J_total
1.340670335167583858e+02 6.415075400046276854e+01 6.351151386979088187e+01 6.392401306718934473e-01
1.360680340170085287e+02 6.504003066660611410e+01 6.439092785391319751e+01 6.491028126929100361e-01
1.380690345172586433e+02 6.592642753975364656e+01 6.526744749548190327e+01 6.589800442717393958e-01
1.400700350175087578e+02 6.680991287859205841e+01 6.614104082072256574e+01 6.688720578694946628e-01
1.420710355177589008e+02 6.769045535675522274e+01 6.701167626997091986e+01 6.787790867843047637e-01
1.440720360180090154e+02 6.856802406553038054e+01 6.787932270036493776e+01 6.887013651654411150e-01
1.460730365182591299e+02 6.944258851644859476e+01 6.874394938842105773e+01 6.986391280275370264e-01
1.480740370185092729e+02 7.031411864375986909e+01 6.960552603249496428e+01 7.085926112648991415e-01
1.500750375187593875e+02 7.118258480679267564e+01 7.046402275512676283e+01 7.185620516659125823e-01
1.520760380190095020e+02 7.204795779219863050e+01 7.131941010527108915e+01 7.285476869275415712e-01
1.540770385192596450e+02 7.291020881608169191e+01 7.217165906041175560e+01 7.385497556699307520e-01
1.560780390195097596e+02 7.376930952601271940e+01 7.302074102856161630e+01 7.485684974511008782e-01
1.580790395197599025e+02 7.462523200292984882e+01 7.386662785014809174e+01 7.586041527817507513e-01
1.600800400200100171e+02 7.547794876292404354e+01 7.470929179978388390e+01 7.686569631401568570e-01
1.620810405202601316e+02 7.632743275891171209e+01 7.554870558792453039e+01 7.787271709871822489e-01
1.640820410205102746e+02 7.717365738219316995e+01 7.638484236241177427e+01 7.888150197813886821e-01
1.660830415207603892e+02 7.801659646389872194e+01 7.721767570990446927e+01 7.989207539942588809e-01
1.680840420210105322e+02 7.885622427632240772e+01 7.804717965719687811e+01 8.090446191255267205e-01
1.700850425212606467e+02 7.969251553414362377e+01 7.887332867242500356e+01 8.191868617186205404e-01
1.720860430215107613e+02 8.052544539553801428e+01 7.969609766616179058e+01 8.293477293762203661e-01
1.740870435217609042e+02 8.135498946317741797e+01 8.051546199240148383e+01 8.395274707759310395e-01
1.760880440220110188e+02 8.218112378512032024e+01 8.133139744943424887e+01 8.497263356860706995e-01
1.780890445222611334e+02 8.300382485559306645e+01 8.214388028061148361e+01 8.599445749815798345e-01
1.800900450225112763e+02 8.382306961566267489e+01 8.295288717500261555e+01 8.701824406600545680e-01
1.820910455227613909e+02 8.463883545380220141e+01 8.375839526794430867e+01 8.804401858578974061e-01
1.840920460230115054e+02 8.545110020634953685e+01 8.456038214148293264e+01 8.907180648665978806e-01
1.860930465232616484e+02 8.625984215786006359e+01 8.535882582471091951e+01 9.010163331491400918e-01
1.880940470235117630e+02 8.706504004135486241e+01 8.615370479399832959e+01 9.113352473565371481e-01
1.900950475237619059e+02 8.786667303846473942e+01 8.694499797312023759e+01 9.216750653444980568e-01
1.920960480240120205e+02 8.866472077947118180e+01 8.773268473328094785e+01 9.320360461902305049e-01
1.940970485242621351e+02 8.945916334324581953e+01 8.851674489303644577e+01 9.424184502093757576e-01
1.960980490245122780e+02 9.024998125708859220e+01 8.929715871811551153e+01 9.528225389730831107e-01
1.980990495247623926e+02 9.103715549646616978e+01 9.007390692114094577e+01 9.632485753252247873e-01
2.001000500250125356e+02 9.182066748465216222e+01 9.084697066125241349e+01 9.736968233997500555e-01
2.021010505252626501e+02 9.260049909226891884e+01 9.161633154363073572e+01 9.841675486381864513e-01
2.041020510255127647e+02 9.337663263673388769e+01 9.238197161892659892e+01 9.946610178072888830e-01
2.061030515257629077e+02 9.414905088161013680e+01 9.314387338259331273e+01 1.005177499016830289e+00
2.081040520260130222e+02 9.491773703586312649e+01 9.390201977412557710e+01 1.015717261737554056e+00
2.101050525262631368e+02 9.568267475302485536e+01 9.465639417620558049e+01 1.026280576819267765e+00
2.121060530265132797e+02 9.644384813026628933e+01 9.540698041375718219e+01 1.036867716509105142e+00
2.141070535267633943e+02 9.720124170738000657e+01 9.615376275291006891e+01 1.047478954469935664e+00
2.161080540270135089e+02 9.795484046567365510e+01 9.689672589987470985e+01 1.058114565798939033e+00
2.181090545272636518e+02 9.870462982677605623e+01 9.763585499972971604e+01 1.068774827046345299e+00
2.201100550275137664e+02 9.945059565135713342e+01 9.837113563512279768e+01 1.079460016234333075e+00
2.221110555277639094e+02 1.001927242377630307e+02 9.910255382488692533e+01 1.090170412876104500e+00
2.241120560280140239e+02 1.009310023205677425e+02 9.983009602257261861e+01 1.100906297995121408e+00
2.261130565282641385e+02 1.016654170690431158e+02 1.005537491148985936e+02 1.111667954144523129e+00
2.281140570285142815e+02 1.023959560855476667e+02 1.012735004201209534e+02 1.122455665426712823e+00
2.301150575287643960e+02 1.031226074038368239e+02 1.019893376863236938e+02 1.133269717513125663e+00
2.321160580290145390e+02 1.038453594872953119e+02 1.027012490896311334e+02 1.144110397664178658e+00
2.341170585292646535e+02 1.045642012270930223e+02 1.034092232323436207e+02 1.154977994749399217e+00
2.361180590295147681e+02 1.052791219402667338e+02 1.041132491409989882e+02 1.165872799267745785e+00
2.381190595297649111e+02 1.059901113677280051e+02 1.048133162643598979e+02 1.176795103368113882e+00
2.401200600300150256e+02 1.066971596721996178e+02 1.055094144713295776e+02 1.187745200870033546e+00
2.421210605302651402e+02 1.074002574360816311e+02 1.062015340487970718e+02 1.198723387284563735e+00
2.441220610305152832e+02 1.080993956592489553e+02 1.068896656994135697e+02 1.209729959835383450e+00
2.461230615307653977e+02 1.087945657567811821e+02 1.075738005393011036e+02 1.220765217480082043e+00
2.481240620310155123e+02 1.094857595566274000e+02 1.082539300956957504e+02 1.231829460931653575e+00
2.501250625312656553e+02 1.101729692972062082e+02 1.089300463045260159e+02 1.242922992680197680e+00
2.521260630315157698e+02 1.108561876249435159e+02 1.096021415079286925e+02 1.254046117014830042e+00
2.541270635317659128e+02 1.115354075917492054e+02 1.102702084517033967e+02 1.265199140045804915e+00
2.561280640320160273e+02 1.122106226524339263e+02 1.109342402827070799e+02 1.276382369726850596e+00
2.581290645322661703e+02 1.128818266620686757e+02 1.115942305461909427e+02 1.287596115877731817e+00
2.601300650325162565e+02 1.135490138732867393e+02 1.122501731830797240e+02 1.298840690207021531e+00
2.621310655327663994e+02 1.142121789335319733e+02 1.129020625271968612e+02 1.310116406335107841e+00
2.641320660330165424e+02 1.148713168822528701e+02 1.135498933024354358e+02 1.321423579817427640e+00
2.661330665332666285e+02 1.155264231480451684e+02 1.141936606198772495e+02 1.332762528167924954e+00
2.681340670335167715e+02 1.161774935457442695e+02 1.148333599748615086e+02 1.344133570882756201e+00
2.701350675337669145e+02 1.168245242734685974e+02 1.154689872440043814e+02 1.355537029464221277e+00
2.721360680340170575e+02 1.174675119096161637e+02 1.161005386821712193e+02 1.366973227444947314e+00
2.741370685342671436e+02 1.181064534098151455e+02 1.167280109194028341e+02 1.378442490412308707e+00
2.761380690345172866e+02 1.187413461038305798e+02 1.173514009577974804e+02 1.389945146033105372e+00
2.781390695347674296e+02 1.193721876924283549e+02 1.179707061683498637e+02 1.401481524078487251e+00
2.801400700350175157e+02 1.199989762441979053e+02 1.185859242877487674e+02 1.413051956449132840e+00
2.821410705352676587e+02 1.206217101923358399e+02 1.191970534151351444e+02 1.424656777200697055e+00
2.841420710355178016e+02 1.212403883313910455e+02 1.198040920088215273e+02 1.436296322569517558e+00
2.861430715357678878e+02 1.218550098139731404e+02 1.204070388829745610e+02 1.447970930998581762e+00
2.881440720360180308e+02 1.224655741474263806e+02 1.210058932042626054e+02 1.459680943163780054e+00
2.901450725362681737e+02 1.230720811904693193e+02 1.216006544884688907e+02 1.471426702000422138e+00
2.921460730365182599e+02 1.236745311498024904e+02 1.221913225970724568e+02 1.483208552730038043e+00
2.941470735367684028e+02 1.242729245766857673e+02 1.227778977337983122e+02 1.495026842887462015e+00
2.961480740370185458e+02 1.248672623634858780e+02 1.233603804411376785e+02 1.506881922348201952e+00
2.981490745372686320e+02 1.254575457401962950e+02 1.239387715968401835e+02 1.518774143356105277e+00
3.001500750375187749e+02 1.260437762709309624e+02 1.245130724103796496e+02 1.530703860551312578e+00
3.021510755377689179e+02 1.266259558503927138e+02 1.250832844193941895e+02 1.542671430998522109e+00
3.041520760380190040e+02 1.272040867003180296e+02 1.256494094861024848e+02 1.554677214215547387e+00
3.061530765382691470e+02 1.277781713659000076e+02 1.262114497936978097e+02 1.566721572202194546e+00
3.081540770385192900e+02 1.283482127121896212e+02 1.267694078427201845e+02 1.578804869469444316e+00
3.101550775387694330e+02 1.289142139204786304e+02 1.273232864474096857e+02 1.590927473068956877e+00
3.121560780390195191e+02 1.294761784846631372e+02 1.278730887320402303e+02 1.603089752622897768e+00
3.141570785392696621e+02 1.300341102075910555e+02 1.284188181272369604e+02 1.615292080354092663e+00
3.161580790395198051e+02 1.305880131973938205e+02 1.289604783662773002e+02 1.627534831116510095e+00
3.181590795397698912e+02 1.311378918638035600e+02 1.294980734813774745e+02 1.639818382426086130e+00
3.201600800400200342e+02 1.316837509144579030e+02 1.300316077999660251e+02 1.652143114491886999e+00
3.221610805402701772e+02 1.322255953511923394e+02 1.305610859409447357e+02 1.664509410247617227e+00
3.241620810405202633e+02 1.327634304663225180e+02 1.310865128109390412e+02 1.676917655383487027e+00
3.261630815407704063e+02 1.332972618389173647e+02 1.316078936005389437e+02 1.689368238378427201e+00
3.281640820410205492e+02 1.338270953310638163e+02 1.321252337805311470e+02 1.701861550532669520e+00
3.301650825412706354e+02 1.343529370841249033e+02 1.326385390981241983e+02 1.714397986000697705e+00
3.321660830415207784e+02 1.348747935149921204e+02 1.331478155731675486e+02 1.726977941824565432e+00
3.341670835417709213e+02 1.353926713123332775e+02 1.336530694943656670e+02 1.739601817967596720e+00
3.361680840420210643e+02 1.359065774328368548e+02 1.341543074154883755e+02 1.752270017348466435e+00
3.381690845422711504e+02 1.364165190974541417e+02 1.346515361515784832e+02 1.764982945875671394e+00
3.401700850425212934e+02 1.369225037876402951e+02 1.351447627751578864e+02 1.777741012482399130e+00
3.421710855427714364e+02 1.374245392415949993e+02 1.356339946124332130e+02 1.790544629161789469e+00
3.441720860430215225e+02 1.379226334505045486e+02 1.361192392395019226e+02 1.803394211002611991e+00
3.461730865432716655e+02 1.384167946547854058e+02 1.366005044785600546e+02 1.816290176225348274e+00
3.481740870435218085e+02 1.389070313403313151e+02 1.370777983941126195e+02 1.829232946218695366e+00
3.501750875437718946e+02 1.393933522347638814e+02 1.375511292891873723e+02 1.842222945576496018e+00
3.521760880440220376e+02 1.398757663036888346e+02 1.380205057015537307e+02 1.855260602135093917e+00
3.541770885442721806e+02 1.403542827469577503e+02 1.384859363999466098e+02 1.868346347011132780e+00
3.561780890445222667e+02 1.408289109949367628e+02 1.389474303802969644e+02 1.881480614639791993e+00
3.581790895447724097e+02 1.412996607047836051e+02 1.394049968619701190e+02 1.894663842813478549e+00
3.601800900450225527e+02 1.417665417567327495e+02 1.398586452840117715e+02 1.907896472720970404e+00
3.621810905452726388e+02 1.422295642503908084e+02 1.403083853014037743e+02 1.921178948987025681e+00
3.641820910455227818e+02 1.426887385010420246e+02 1.407542267813295496e+02 1.934511719712463496e+00
3.661830915457729247e+02 1.431440750359654714e+02 1.411961797994507606e+02 1.947895236514716855e+00
3.681840920460230109e+02 1.435955845907642754e+02 1.416342546361954078e+02 1.961329954568874712e+00
3.701850925462731539e+02 1.440432781057079126e+02 1.420684617730586865e+02 1.974816332649214079e+00
3.721860930465232968e+02 1.444871667220883467e+02 1.424988118889171176e+02 1.988354833171227076e+00
3.741870935467734398e+02 1.449272617785909176e+02 1.429253158563567467e+02 2.001945922234158459e+00
3.761880940470235259e+02 1.453635748076800382e+02 1.433479847380159811e+02 2.015590069664054518e+00
3.781890945472736689e+02 1.457961175320018015e+02 1.437668297829444555e+02 2.029287749057334445e+00
3.801900950475238119e+02 1.462249018608026176e+02 1.441818624229777299e+02 2.043039437824886395e+00
3.821910955477738980e+02 1.466499398863658996e+02 1.445930942691291818e+02 2.056845617236705781e+00
3.841920960480240410e+02 1.470712438804665965e+02 1.450005371079995200e+02 2.070706772467074241e+00
3.861930965482741840e+02 1.474888262908446848e+02 1.454042028982044030e+02 2.084623392640292838e+00
3.881940970485242701e+02 1.479026997376981853e+02 1.458041037668212141e+02 2.098595970876976580e+00
3.901950975487744131e+02 1.483128770101961038e+02 1.462002520058551909e+02 2.112625004340916490e+00
3.921960980490245561e+02 1.487193710630124315e+02 1.465926600687259054e+02 2.126710994286524770e+00
3.941970985492746422e+02 1.491221950128808658e+02 1.469813405667740085e+02 2.140854446106856379e+00
3.961980990495247852e+02 1.495213621351721258e+02 1.473663062657898877e+02 2.155055869382241251e+00
3.981990995497749282e+02 1.499168858604930392e+02 1.477475700825635272e+02 2.169315777929501365e+00
4.002001000500250711e+02 1.503087797713086786e+02 1.481251450814568784e+02 2.183634689851802868e+00
4.022011005502751573e+02 1.506970575985885148e+02 1.484990444709993938e+02 2.198013127589112159e+00
4.042021010505253003e+02 1.510817332184757902e+02 1.488692816005064969e+02 2.212451617969297235e+00
4.062031015507754432e+02 1.514628206489816478e+02 1.492358699567217855e+02 2.226950692259861420e+00
4.082041020510255294e+02 1.518403340467041573e+02 1.495988231604838177e+02 2.241510886220334786e+00
4.102051025512756723e+02 1.522142877035728361e+02 1.499581549634175133e+02 2.256132740155325500e+00
4.122061030515258153e+02 1.525846960436186066e+02 1.503138792446503658e+02 2.270816798968239514e+00
4.142071035517759015e+02 1.529515736197699312e+02 1.506660100075542346e+02 2.285563612215684159e+00
4.162081040520260444e+02 1.533149351106760889e+02 1.510145613765135124e+02 2.300373734162564965e+00
4.182091045522761874e+02 1.536747953175566010e+02 1.513595475937187302e+02 2.315247723837880134e+00
4.202101050525262735e+02 1.540311691610787648e+02 1.517009830159875321e+02 2.330186145091234007e+00
4.222111055527764165e+02 1.543840716782621598e+02 1.520388821116120823e+02 2.345189566650070390e+00
4.242121060530265595e+02 1.547335180194115765e+02 1.523732594572339281e+02 2.360258562177643071e+00
4.262131065532766456e+02 1.550795234450782232e+02 1.527041297347464877e+02 2.375393710331729746e+00
4.282141070535267886e+02 1.554221033230493276e+02 1.530315077282252219e+02 2.390595594824111103e+00
4.302151075537769316e+02 1.557612731253669835e+02 1.533554083208861698e+02 2.405864804480806640e+00
4.322161080540270177e+02 1.560970484253758457e+02 1.536758464920727363e+02 2.421201933303107623e+00
4.342171085542771607e+02 1.564294448948004401e+02 1.539928373142710427e+02 2.436607580529389860e+00
4.362181090545273037e+02 1.567584783008522322e+02 1.543063959501544957e+02 2.452082350697738722e+00
4.382191095547774466e+02 1.570841645033661678e+02 1.546165376496567774e+02 2.467626853709393497e+00
4.402201100550275328e+02 1.574065194519681654e+02 1.549232777470751614e+02 2.483241704893016877e+00
4.422211105552776758e+02 1.577255591832720256e+02 1.552266316582022228e+02 2.498927525069815303e+00
4.442221110555278187e+02 1.580412998181074897e+02 1.555266148774879866e+02 2.514684940619509756e+00
4.462231115557779049e+02 1.583537575587785113e+02 1.558232429752313237e+02 2.530514583547178731e+00
4.482241120560280478e+02 1.586629486863529621e+02 1.561165315948019838e+02 2.546417091550988498e+00
4.502251125562781908e+02 1.589688895579830614e+02 1.564064964498922450e+02 2.562393108090815552e+00
4.522261130565282770e+02 1.592715966042563878e+02 1.566931533217986043e+02 2.578443282457782537e+00
4.542271135567784199e+02 1.595710863265794330e+02 1.569765180567347045e+02 2.594568269844725883e+00
4.562281140570285629e+02 1.598673752945912838e+02 1.572566065631737047e+02 2.610768731417591138e+00
4.582291145572786490e+02 1.601604801436095045e+02 1.575334348092217169e+02 2.627045334387796416e+00
4.602301150575287920e+02 1.604504175721075114e+02 1.578070188200219661e+02 2.643398752085557746e+00
4.622311155577789350e+02 1.607372043392234104e+02 1.580773746751892190e+02 2.659829664034205621e+00
4.642321160580290780e+02 1.610208572623006660e+02 1.583445185062751648e+02 2.676338756025498089e+00
4.662331165582791641e+02 1.613013932144606599e+02 1.586084664942647180e+02 2.692926720195952583e+00
4.682341170585293071e+02 1.615788291222071109e+02 1.588692348671029038e+02 2.709594255104211147e+00
4.702351175587794501e+02 1.618531819630620703e+02 1.591268398972526086e+02 2.726342065809458592e+00
4.722361180590295362e+02 1.621244687632341197e+02 1.593812978992832257e+02 2.743170863950898486e+00
4.742371185592796792e+02 1.623927065953186286e+02 1.596326252274903084e+02 2.760081367828322918e+00
4.762381190595298222e+02 1.626579125760294460e+02 1.598808382735456632e+02 2.777074302483770296e+00
4.782391195597799083e+02 1.629201038639630497e+02 1.601259534641787354e+02 2.794150399784315564e+00
4.802401200600300513e+02 1.631792976573943577e+02 1.603679872588883768e+02 2.811310398505984853e+00
4.822411205602801942e+02 1.634355111921045989e+02 1.606069561476857643e+02 2.828555044418832765e+00
4.842421210605302804e+02 1.636887617392407037e+02 1.608428766488675308e+02 2.845885090373184489e+00
4.862431215607804234e+02 1.639390666032073796e+02 1.610757653068203012e+02 2.863301296387075645e+00
4.882441220610305663e+02 1.641864431195899385e+02 1.613056386898550443e+02 2.880804429734907135e+00
4.902451225612806525e+02 1.644309086531098103e+02 1.615325133880724877e+02 2.898395265037314594e+00
4.922461230615307954e+02 1.646724805956111481e+02 1.617564060112588322e+02 2.916074584352308818e+00
4.942471235617809384e+02 1.649111763640794379e+02 1.619773331868117623e+02 2.933843177267673852e+00
4.962481240620310246e+02 1.651470133986915982e+02 1.621953115576969537e+02 2.951701840994656045e+00
4.982491245622811675e+02 1.653800091608974867e+02 1.624103577804345093e+02 2.969651380462978274e+00
5.002501250625313105e+02 1.656101811315328689e+02 1.626224885231156918e+02 2.987692608417172213e+00
5.022511255627814535e+02 1.658375468089638218e+02 1.628317204634495567e+02 3.005826345514277076e+00
5.042521260630315396e+02 1.660621237072621170e+02 1.630380702868392007e+02 3.024053420422916361e+00
5.062531265632816826e+02 1.662839293544120096e+02 1.632415546844882499e+02 3.042374669923766373e+00
5.082541270635318256e+02 1.665029812905480355e+02 1.634421903515365671e+02 3.060790939011457379e+00
5.102551275637819117e+02 1.667192970662229641e+02 1.636399939852250327e+02 3.079303080997922049e+00
5.122561280640320547e+02 1.669328942407081229e+02 1.638349822830909090e+02 3.097911957617206724e+00
5.142571285642821977e+02 1.671437903803225993e+02 1.640271719411908009e+02 3.116618439131788598e+00
5.162581290645323406e+02 1.673520030567939898e+02 1.642165796523535732e+02 3.135423404440403239e+00
5.182591295647824836e+02 1.675575498456494472e+02 1.644032221044620314e+02 3.154327741187424650e+00
5.202601300650325129e+02 1.677604483246367977e+02 1.645871159787629949e+02 3.173332345873812965e+00
5.222611305652826559e+02 1.679607160721758135e+02 1.647682779482061335e+02 3.192438123969667085e+00
5.242621310655327989e+02 1.681583706658392430e+02 1.649467246758108558e+02 3.211645990028382247e+00
5.262631315657829418e+02 1.683534296808640534e+02 1.651224728130615631e+02 3.230956867802485810e+00
5.282641320660330848e+02 1.685459106886921461e+02 1.652955389983310113e+02 3.250371690361125943e+00
5.302651325662832278e+02 1.687358312555402904e+02 1.654659398553310155e+02 3.269891400209285592e+00
5.322661330665332571e+02 1.689232089409998707e+02 1.656336919915911494e+02 3.289516949408724855e+00
5.342671335667834001e+02 1.691080612966653121e+02 1.657988119969646164e+02 3.309249299700691704e+00
5.362681340670335430e+02 1.692904058647919783e+02 1.659613164421615465e+02 3.329089422630417516e+00
5.382691345672836860e+02 1.694702601769823218e+02 1.661212218773088694e+02 3.349038299673455121e+00
5.402701350675338290e+02 1.696476417529013645e+02 1.662785448305374985e+02 3.369096922363860269e+00
5.422711355677839720e+02 1.698225680990198327e+02 1.664333018065955798e+02 3.389266292424263582e+00
5.442721360680341149e+02 1.699950567073864249e+02 1.665855092854885697e+02 3.409547421897864083e+00
5.462731365682841442e+02 1.701651250544275342e+02 1.667351837211451482e+02 3.429941333282376270e+00
5.482741370685342872e+02 1.703327905997751373e+02 1.668823415401091665e+02 3.450449059665965379e+00
5.502751375687844302e+02 1.704980707851224508e+02 1.670269991402572600e+02 3.471071644865191264e+00
5.522761380690345732e+02 1.706609830331071578e+02 1.671691728895421249e+02 3.491810143565023505e+00
5.542771385692847161e+02 1.708215447462217185e+02 1.673088791247607787e+02 3.512665621460938414e+00
5.562781390695348591e+02 1.709797733057512801e+02 1.674461341503481435e+02 3.533639155403137444e+00
5.582791395697848884e+02 1.711356860707380747e+02 1.675809542371951295e+02 3.554731833542939423e+00
5.602801400700350314e+02 1.712893003769730456e+02 1.677133556214916723e+02 3.575944755481372361e+00
5.622811405702851744e+02 1.714406335360137348e+02 1.678433545035937584e+02 3.597279032419987477e+00
5.642821410705353173e+02 1.715897028342287456e+02 1.679709670469147795e+02 3.618735787313977159e+00
5.662831415707854603e+02 1.717365255318682102e+02 1.680962093768406191e+02 3.640316155027587097e+00
5.682841420710356033e+02 1.718811188621604344e+02 1.682190975796685279e+02 3.662021282491903840e+00
5.702851425712856326e+02 1.720235000304343771e+02 1.683396477015693620e+02 3.683852328865022230e+00
5.722861430715357756e+02 1.721636862132673116e+02 1.684578757475726434e+02 3.705810465694679312e+00
5.742871435717859185e+02 1.723016945576585783e+02 1.685737976805752396e+02 3.727896877083348048e+00
5.762881440720360615e+02 1.724375421802278936e+02 1.686874294203720126e+02 3.750112759855869449e+00
5.782891445722862045e+02 1.725712461664389252e+02 1.687987868427092621e+02 3.772459323729663083e+00
