# w  J_DrudeLorentz  J_BrownianOscillator  J_total
2.421210605302651402e+02 1.065178769125173801e+02 1.062015340487970718e+02 3.163428637203036797e-01
2.441220610305152832e+02 1.072090037172473984e+02 1.068896656994135697e+02 3.193380178338312003e-01
2.461230615307653977e+02 1.078961438087205664e+02 1.075738005393011036e+02 3.223432694194626191e-01
2.481240620310155123e+02 1.085792888271922294e+02 1.082539300956957504e+02 3.253587314964833110e-01
2.501250625312656553e+02 1.092584308224546987e+02 1.089300463045260159e+02 3.283845179286774552e-01
2.521260630315157698e+02 1.099335622513645063e+02 1.096021415079286925e+02 3.314207434358185655e-01
2.541270635317659128e+02 1.106046759753086945e+02 1.102702084517033967e+02 3.344675236052984668e-01
2.561280640320160273e+02 1.112717652576109799e+02 1.109342402827070799e+02 3.375249749038959912e-01
2.581290645322661703e+02 1.119348237608806329e+02 1.115942305461909427e+02 3.405932146896878954e-01
2.601300650325162565e+02 1.125938455443038322e+02 1.122501731830797240e+02 3.436723612241042725e-01
2.621310655327663994e+02 1.132488250608809892e+02 1.129020625271968612e+02 3.467625336841317352e-01
2.641320660330165424e+02 1.138997571546101000e+02 1.135498933024354358e+02 3.498638521746649244e-01
2.661330665332666285e+02 1.145466370576182555e+02 1.141936606198772495e+02 3.529764377410112286e-01
2.681340670335167715e+02 1.151894603872430594e+02 1.148333599748615086e+02 3.561004123815491029e-01
2.701350675337669145e+02 1.158282231430649318e+02 1.154689872440043814e+02 3.592358990605435398e-01
2.721360680340170575e+02 1.164629217038923343e+02 1.161005386821712193e+02 3.623830217211218008e-01
2.741370685342671436e+02 1.170935528247012485e+02 1.167280109194028341e+02 3.655419052984105188e-01
2.761380690345172866e+02 1.177201136335303175e+02 1.173514009577974804e+02 3.687126757328391125e-01
2.781390695347674296e+02 1.183426016283334690e+02 1.179707061683498637e+02 3.718954599836087338e-01
2.801400700350175157e+02 1.189610146737910981e+02 1.185859242877487674e+02 3.750903860423341341e-01
2.821410705352676587e+02 1.195753509980820013e+02 1.191970534151351444e+02 3.782975829468578355e-01
2.841420710355178016e+02 1.201856091896167698e+02 1.198040920088215273e+02 3.815171807952396632e-01
2.861430715357678878e+02 1.207917881937344902e+02 1.204070388829745610e+02 3.847493107599266882e-01
2.881440720360180308e+02 1.213938873093647146e+02 1.210058932042626054e+02 3.879941051021054133e-01
2.901450725362681737e+02 1.219919061856551252e+02 1.216006544884688907e+02 3.912516971862374793e-01
2.921460730365182599e+02 1.225858448185672387e+02 1.221913225970724568e+02 3.945222214947855521e-01
2.941470735367684028e+02 1.231757035474414437e+02 1.227778977337983122e+02 3.978058136431295022e-01
2.961480740370185458e+02 1.237614830515323519e+02 1.233603804411376785e+02 4.011026103946768173e-01
2.981490745372686320e+02 1.243431843465163524e+02 1.239387715968401835e+02 4.044127496761724117e-01
3.001500750375187749e+02 1.249208087809728625e+02 1.245130724103796496e+02 4.077363705932081084e-01
3.021510755377689179e+02 1.254943580328401254e+02 1.250832844193941895e+02 4.110736134459369029e-01
3.041520760380190040e+02 1.260638341058474765e+02 1.256494094861024848e+02 4.144246197449952818e-01
3.061530765382691470e+02 1.266292393259254538e+02 1.262114497936978097e+02 4.177895322276375389e-01
3.081540770385192900e+02 1.271905763375942655e+02 1.267694078427201845e+02 4.211684948740841983e-01
3.101550775387694330e+02 1.277478481003337691e+02 1.273232864474096857e+02 4.245616529240887060e-01
3.121560780390195191e+02 1.283010578849339538e+02 1.278730887320402303e+02 4.279691528937277778e-01
3.141570785392696621e+02 1.288502092698293779e+02 1.284188181272369604e+02 4.313911425924165099e-01
3.161580790395198051e+02 1.293953061374174638e+02 1.289604783662773002e+02 4.348277711401536960e-01
3.181590795397698912e+02 1.299363526703624814e+02 1.294980734813774745e+02 4.382791889850004563e-01
3.201600800400200342e+02 1.304733533478868139e+02 1.300316077999660251e+02 4.417455479207972879e-01
3.221610805402701772e+02 1.310063129420498456e+02 1.305610859409447357e+02 4.452270011051210896e-01
3.241620810405202633e+02 1.315352365140165318e+02 1.310865128109390412e+02 4.487237030774903768e-01
3.261630815407704063e+02 1.320601294103167618e+02 1.316078936005389437e+02 4.522358097778179653e-01
3.281640820410205492e+02 1.325809972590962786e+02 1.321252337805311470e+02 4.557634785651186737e-01
3.301650825412706354e+02 1.330978459663606657e+02 1.326385390981241983e+02 4.593068682364764288e-01
3.321660830415207784e+02 1.336106817122138182e+02 1.331478155731675486e+02 4.628661390462717740e-01
3.341670835417709213e+02 1.341195109470913565e+02 1.336530694943656670e+02 4.664414527256799947e-01
3.361680840420210643e+02 1.346243403879907987e+02 1.341543074154883755e+02 4.700329725024373628e-01
3.381690845422711504e+02 1.351251770146993749e+02 1.346515361515784832e+02 4.736408631208868791e-01
3.401700850425212934e+02 1.356220280660201922e+02 1.351447627751578864e+02 4.772652908623038481e-01
3.421710855427714364e+02 1.361149010359987130e+02 1.356339946124332130e+02 4.809064235655075570e-01
3.441720860430215225e+02 1.366038036701496878e+02 1.361192392395019226e+02 4.845644306477641661e-01
3.461730865432716655e+02 1.370887439616860490e+02 1.366005044785600546e+02 4.882394831259859735e-01
3.481740870435218085e+02 1.375697301477508461e+02 1.370777983941126195e+02 4.919317536382294964e-01
3.501750875437718946e+02 1.380467707056528752e+02 1.375511292891873723e+02 4.956414164655038590e-01
3.521760880440220376e+02 1.385198743491076243e+02 1.380205057015537307e+02 4.993686475538857694e-01
3.541770885442721806e+02 1.389890500244835607e+02 1.384859363999466098e+02 5.031136245369557392e-01
3.561780890445222667e+02 1.394543069070555248e+02 1.389474303802969644e+02 5.068765267585538803e-01
3.581790895447724097e+02 1.399156543972659961e+02 1.394049968619701190e+02 5.106575352958647729e-01
3.601800900450225527e+02 1.403731021169946018e+02 1.398586452840117715e+02 5.144568329828353992e-01
3.621810905452726388e+02 1.408266599058377153e+02 1.403083853014037743e+02 5.182746044339333613e-01
3.641820910455227818e+02 1.412763378173978026e+02 1.407542267813295496e+02 5.221110360682496010e-01
3.661830915457729247e+02 1.417221461155847066e+02 1.411961797994507606e+02 5.259663161339535042e-01
3.681840920460230109e+02 1.421640952709284988e+02 1.416342546361954078e+02 5.298406347331034993e-01
3.701850925462731539e+02 1.426021959569055184e+02 1.420684617730586865e+02 5.337341838468249167e-01
3.721860930465232968e+02 1.430364590462779688e+02 1.424988118889171176e+02 5.376471573608537780e-01
3.741870935467734398e+02 1.434668956074482082e+02 1.429253158563567467e+02 5.415797510914610591e-01
3.761880940470235259e+02 1.438935169008277342e+02 1.433479847380159811e+02 5.455321628117573152e-01
3.781890945472736689e+02 1.443163343752228513e+02 1.437668297829444555e+02 5.495045922783904357e-01
3.801900950475238119e+02 1.447353596642363698e+02 1.441818624229777299e+02 5.534972412586361967e-01
3.821910955477738980e+02 1.451506045826870661e+02 1.445930942691291818e+02 5.575103135578973745e-01
3.841920960480240410e+02 1.455620811230471361e+02 1.450005371079995200e+02 5.615440150476102010e-01
3.861930965482741840e+02 1.459698014518979790e+02 1.454042028982044030e+02 5.655985536935714819e-01
3.881940970485242701e+02 1.463737779064059055e+02 1.458041037668212141e+02 5.696741395846910416e-01
3.901950975487744131e+02 1.467740229908173717e+02 1.462002520058551909e+02 5.737709849621769331e-01
3.921960980490245561e+02 1.471705493729750742e+02 1.465926600687259054e+02 5.778893042491639598e-01
3.941970985492746422e+02 1.475633698808547933e+02 1.469813405667740085e+02 5.820293140807867305e-01
3.961980990495247852e+02 1.479524974991246040e+02 1.473663062657898877e+02 5.861912333347167881e-01
3.981990995497749282e+02 1.483379453657256875e+02 1.477475700825635272e+02 5.903752831621572605e-01
4.002001000500250711e+02 1.487197267684761925e+02 1.481251450814568784e+02 5.945816870193186832e-01
4.022011005502751573e+02 1.490978551416987727e+02 1.484990444709993938e+02 5.988106706993708839e-01
4.042021010505253003e+02 1.494723440628714002e+02 1.488692816005064969e+02 6.030624623648909166e-01
4.062031015507754432e+02 1.498432072493025942e+02 1.492358699567217855e+02 6.073372925808058209e-01
4.082041020510255294e+02 1.502104585548316606e+02 1.495988231604838177e+02 6.116353943478493038e-01
4.102051025512756723e+02 1.505741119665540566e+02 1.499581549634175133e+02 6.159570031365333431e-01
4.122061030515258153e+02 1.509341816015720212e+02 1.503138792446503658e+02 6.203023569216485900e-01
4.142071035517759015e+02 1.512906817037715257e+02 1.506660100075542346e+02 6.246716962173011201e-01
4.162081040520260444e+02 1.516436266406259961e+02 1.510145613765135124e+02 6.290652641124977462e-01
4.182091045522761874e+02 1.519930309000260138e+02 1.513595475937187302e+02 6.334833063072868864e-01
4.202101050525262735e+02 1.523389090871370115e+02 1.517009830159875321e+02 6.379260711494680880e-01
4.222111055527764165e+02 1.526812759212839694e+02 1.520388821116120823e+02 6.423938096718776469e-01
4.242121060530265595e+02 1.530201462328641924e+02 1.523732594572339281e+02 6.468867756302646432e-01
4.262131065532766456e+02 1.533555349602882529e+02 1.527041297347464877e+02 6.514052255417640547e-01
4.282141070535267886e+02 1.536874571469492139e+02 1.530315077282252219e+02 6.559494187239827134e-01
4.302151075537769316e+02 1.540159279382208695e+02 1.533554083208861698e+02 6.605196173347037680e-01
4.322161080540270177e+02 1.543409625784849766e+02 1.536758464920727363e+02 6.651160864122275251e-01
4.342171085542771607e+02 1.546625764081873911e+02 1.539928373142710427e+02 6.697390939163555545e-01
4.362181090545273037e+02 1.549807848609245298e+02 1.543063959501544957e+02 6.743889107700311580e-01
4.382191095547774466e+02 1.552956034605584250e+02 1.546165376496567774e+02 6.790658109016521893e-01
4.402201100550275328e+02 1.556070478183632133e+02 1.549232777470751614e+02 6.837700712880611098e-01
4.422211105552776758e+02 1.559151336302004438e+02 1.552266316582022228e+02 6.885019719982350406e-01
4.442221110555278187e+02 1.562198766737256790e+02 1.555266148774879866e+02 6.932617962376796950e-01
4.462231115557779049e+02 1.565212928056248813e+02 1.558232429752313237e+02 6.980498303935445126e-01
4.482241120560280478e+02 1.568193979588824618e+02 1.561165315948019838e+02 7.028663640804764245e-01
4.502251125562781908e+02 1.571142081400794552e+02 1.564064964498922450e+02 7.077116901872166910e-01
4.522261130565282770e+02 1.574057394267225618e+02 1.566931533217986043e+02 7.125861049239654577e-01
4.542271135567784199e+02 1.576940079646052197e+02 1.569765180567347045e+02 7.174899078705213595e-01
4.562281140570285629e+02 1.579790299651989187e+02 1.572566065631737047e+02 7.224234020252131572e-01
4.582291145572786490e+02 1.582608217030763456e+02 1.575334348092217169e+02 7.273868938546405039e-01
4.602301150575287920e+02 1.585393995133661917e+02 1.578070188200219661e+02 7.323806933442357225e-01
4.622311155577789350e+02 1.588147797892388837e+02 1.580773746751892190e+02 7.374051140496652446e-01
4.642321160580290780e+02 1.590869789794242593e+02 1.583445185062751648e+02 7.424604731490856979e-01
4.662331165582791641e+02 1.593560135857609907e+02 1.586084664942647180e+02 7.475470914962712987e-01
4.682341170585293071e+02 1.596219001607775283e+02 1.588692348671029038e+02 7.526652936746296430e-01
4.702351175587794501e+02 1.598846553053047330e+02 1.591268398972526086e+02 7.578154080521224412e-01
4.722361180590295362e+02 1.601442956661203425e+02 1.593812978992832257e+02 7.629977668371095145e-01
4.742371185592796792e+02 1.604008379336254393e+02 1.596326252274903084e+02 7.682127061351333719e-01
4.762381190595298222e+02 1.606542988395523253e+02 1.598808382735456632e+02 7.734605660066636856e-01
4.782391195597799083e+02 1.609046951547045410e+02 1.601259534641787354e+02 7.787416905258190969e-01
4.802401200600300513e+02 1.611520436867284616e+02 1.603679872588883768e+02 7.840564278400872222e-01
4.822411205602801942e+02 1.613963612779168386e+02 1.606069561476857643e+02 7.894051302310607365e-01
4.842421210605302804e+02 1.616376648030437480e+02 1.608428766488675308e+02 7.947881541762102930e-01
4.862431215607804234e+02 1.618759711672320236e+02 1.610757653068203012e+02 8.002058604117153751e-01
4.882441220610305663e+02 1.621112973038514156e+02 1.613056386898550443e+02 8.056586139963731741e-01
4.902451225612806525e+02 1.623436601724490913e+02 1.615325133880724877e+02 8.111467843766071439e-01
4.922461230615307954e+02 1.625730767567114299e+02 1.617564060112588322e+02 8.166707454525965471e-01
4.942471235617809384e+02 1.627995640624573070e+02 1.619773331868117623e+02 8.222308756455515288e-01
4.962481240620310246e+02 1.630231391156630991e+02 1.621953115576969537e+02 8.278275579661522610e-01
4.982491245622811675e+02 1.632438189605186949e+02 1.624103577804345093e+02 8.334611800841822404e-01
5.002501250625313105e+02 1.634616206575150557e+02 1.626224885231156918e+02 8.391321343993702886e-01
5.022511255627814535e+02 1.636765612815630391e+02 1.628317204634495567e+02 8.448408181134765549e-01
5.042521260630315396e+02 1.638886579201428333e+02 1.630380702868392007e+02 8.505876333036386239e-01
5.062531265632816826e+02 1.640979276714852517e+02 1.632415546844882499e+02 8.563729869970070352e-01
5.082541270635318256e+02 1.643043876427832686e+02 1.634421903515365671e+02 8.621972912466969730e-01
5.102551275637819117e+02 1.645080549484341077e+02 1.636399939852250327e+02 8.680609632090817707e-01
5.122561280640320547e+02 1.647089467083133627e+02 1.638349822830909090e+02 8.739644252224544330e-01
5.142571285642821977e+02 1.649070800460778798e+02 1.640271719411908009e+02 8.799081048870875943e-01
5.162581290645323406e+02 1.651024720875003027e+02 1.642165796523535732e+02 8.858924351467197811e-01
5.182591295647824836e+02 1.652951399588335164e+02 1.644032221044620314e+02 8.919178543714950669e-01
5.202601300650325129e+02 1.654851007852053897e+02 1.645871159787629949e+02 8.979848064423884280e-01
5.222611305652826559e+02 1.656723716890432740e+02 1.647682779482061335e+02 9.040937408371501061e-01
5.242621310655327989e+02 1.658569697885286587e+02 1.649467246758108558e+02 9.102451127177902945e-01
5.262631315657829418e+02 1.660389121960812133e+02 1.651224728130615631e+02 9.164393830196497781e-01
5.282641320660330848e+02 1.662182160168731002e+02 1.652955389983310113e+02 9.226770185420786197e-01
5.302651325662832278e+02 1.663948983473717647e+02 1.654659398553310155e+02 9.289584920407618629e-01
5.322661330665332571e+02 1.665689762739128810e+02 1.656336919915911494e+02 9.352842823217248913e-01
5.342671335667834001e+02 1.667404668713016633e+02 1.657988119969646164e+02 9.416548743370555252e-01
5.362681340670335430e+02 1.669093872014439057e+02 1.659613164421615465e+02 9.480707592823732766e-01
5.382691345672836860e+02 1.670757543120049604e+02 1.661212218773088694e+02 9.545324346960920581e-01
5.402701350675338290e+02 1.672395852350979908e+02 1.662785448305374985e+02 9.610404045605049905e-01
5.422711355677839720e+02 1.674008969860003049e+02 1.664333018065955798e+02 9.675951794047360499e-01
5.442721360680341149e+02 1.675597065618981674e+02 1.665855092854885697e+02 9.741972764095935267e-01
5.462731365682841442e+02 1.677160309406595218e+02 1.667351837211451482e+02 9.808472195143701500e-01
5.482741370685342872e+02 1.678698870796347933e+02 1.668823415401091665e+02 9.875455395256304003e-01
5.502751375687844302e+02 1.680212919144852890e+02 1.670269991402572600e+02 9.942927742280214254e-01
5.522761380690345732e+02 1.681702623580392810e+02 1.671691728895421249e+02 1.001089468497162738e+00
5.542771385692847161e+02 1.683168152991754312e+02 1.673088791247607787e+02 1.007936174414648001e+00
5.562781390695348591e+02 1.684609676017333584e+02 1.674461341503481435e+02 1.014833451385210639e+00
5.582791395697848884e+02 1.686027361034512353e+02 1.675809542371951295e+02 1.021781866256098681e+00
5.602801400700350314e+02 1.687421376149303853e+02 1.677133556214916723e+02 1.028781993438708353e+00
5.622811405702851744e+02 1.688791889186262836e+02 1.678433545035937584e+02 1.035834415032519384e+00
5.642821410705353173e+02 1.690139067678661604e+02 1.679709670469147795e+02 1.042939720951391536e+00
5.662831415707854603e+02 1.691463078858928952e+02 1.680962093768406191e+02 1.050098509052264983e+00
5.682841420710356033e+02 1.692764089649348591e+02 1.682190975796685279e+02 1.057311385266325843e+00
5.702851425712856326e+02 1.694042266653020476e+02 1.683396477015693620e+02 1.064578963732681238e+00
5.722861430715357756e+02 1.695297776145072532e+02 1.684578757475726434e+02 1.071901866934608982e+00
5.742871435717859185e+02 1.696530784064136697e+02 1.685737976805752396e+02 1.079280725838431598e+00
5.762881440720360615e+02 1.697741456004070812e+02 1.686874294203720126e+02 1.086716180035075530e+00
5.782891445722862045e+02 1.698929957205936319e+02 1.687987868427092621e+02 1.094208877884377484e+00
