time_fs,full_10state_c60_mean,full_10state_c60_ci95,reduced_4d3a_c60_mean,reduced_4d3a_c60_ci95,partition_acceptor_mean,donor_acceptor_coherence_mean,donor_acceptor_coherence_ci95,participation_ratio_mean
89.5,0.2727926400410264,0.08517368410245414,0.24977466372057505,0.08622781872696633,0.24900250657195602,0.4041503943251352,0.04928475046740281,4.1795519074432885
90.0,0.27668129482017517,0.08366866257761592,0.2558092926493639,0.08677683209376319,0.25519849773076336,0.40835644922150394,0.046831957068893794,4.194515482280702
90.5,0.28110309837197944,0.08231513526758616,0.2620437940060494,0.08715887733738499,0.2615997833233012,0.41270371131919703,0.04395215953548738,4.20245308445501
91.0,0.28595297777152273,0.081229776369761,0.26808378084871043,0.08724940781688582,0.2678004951998529,0.41692100050597347,0.04094793581097505,4.202460062020479
91.5,0.29107210722406174,0.08077724188061666,0.27353699045705254,0.0871463688830961,0.273396196753822,0.42068660305229344,0.03809580258817079,4.1954788318413785
92.0,0.29625594508817754,0.08143314553692937,0.278044117358139,0.08712650434571506,0.2780193067889761,0.42366611891052164,0.03563728305655251,4.183751340369584
92.5,0.30119513835148154,0.08354206469962154,0.28127159885285646,0.08750360566239786,0.2813271833889246,0.4255526613253428,0.03380500836144039,4.170221657910312
93.0,0.30550560929303816,0.0871225040839128,0.2829509853087913,0.08845978377481173,0.28304701966306367,0.42614057661399185,0.032836309645443484,4.157991202186277
93.5,0.3087327209857872,0.09182800436641293,0.2828974377626755,0.08994173607842015,0.282990896428033,0.42535804636182906,0.032941485179724346,4.149212006568666
94.0,0.31044151249229146,0.09708427650596159,0.28104513982847223,0.09169824469523773,0.28109384448595826,0.4232625376631434,0.034232884669305484,4.143830960104546
94.5,0.31032560187100705,0.10225671242321199,0.2774947787117906,0.09339817332925579,0.27745912049533206,0.4200208647129905,0.03665594602882862,4.13937099623151
95.0,0.30829947596084717,0.10678833629160889,0.2725286469140523,0.09475289562132438,0.2723749046946372,0.4158821077739874,0.039985625586034086,4.132013720363138
95.5,0.30456233147591744,0.11026031174520531,0.26660694051538053,0.0955666315569197,0.2663095600392519,0.41118616123737367,0.043856061640129146,4.118684235043246
96.0,0.2995949187868539,0.11241239790195486,0.26032519876527455,0.09574432742664941,0.2598685954378458,0.40637817628326456,0.047795966007718266,4.099007452293151
96.5,0.2940684807319862,0.11311777654664867,0.2543303293460219,0.09527252727152044,0.25371150111739904,0.40199783490468094,0.05127587250203781,4.075186064262419
97.0,0.2887046321276416,0.11238333001348728,0.2492305228740431,0.09422802959782291,0.24845666022602866,0.3985854459932675,0.05382687990271423,4.0492226040306685
97.5,0.2841543463592627,0.11035536439169098,0.24549347784156614,0.09277844171612566,0.2445844179365546,0.39651514745848215,0.05523350852545552,4.021818598493745
98.0,0.2808802010586497,0.10730912853261833,0.24339173420886837,0.09117373093937865,0.2423744715308486,0.3958508675396479,0.05567619769058452,3.9955415971205754
98.5,0.2791028242787764,0.10364510121884313,0.2429601488791236,0.08970819492654106,0.24186870213322526,0.39633421402812075,0.0556671827686785,3.9752797757490264
99.0,0.278811164384541,0.09983542165097017,0.24401652020195516,0.08865379434152128,0.24288783662962285,0.3975263718350918,0.055787850352888566,3.963555269904018
99.5,0.2797852840360925,0.09634879571036511,0.2462085110650049,0.08820080696585446,0.2450787660448301,0.3989847641587042,0.056380549676970995,3.9578434713496486
